"Bundesland","Jahr","Mean(Temp_final)","Mean(era5_temp)","Mean(Mean(rr_final))","Mean(Mean(sun_hours_final))","Mean(zamg_temp)","Mean(Mean(snow_height_final))","Min*(Mean(temp_min_month))","Max*(Mean(temp_max_month))","MA(Mean(Temp_final))"
"Burgenland",1980,9.415955691509087,8.632584317675521,29.375,142.71666666666664,9.415955691509087,,-14,31.6,8.994307385182074
"Kärnten",1980,6.029491921514729,5.749756385656154,73.66111111111111,133.6222222222222,6.029491921514729,,-15.333333333333334,28.266666666666666,8.356544180476657
"Niederösterreich",1980,7.173819676183413,7.451114242899804,46.525000000000006,126.28166666666664,7.173819676183413,,-18.8,30.5,8.241440740741647
"Oberösterreich",1980,7.57384109916368,7.489197504804747,60.59444444444445,127.82833333333332,7.57384109916368,,-18.733333333333334,30.5,7.946751643150282
"Salzburg",1980,-1.9542427520157517,2.3837788567879157,123.13055555555555,126.28055555555557,-1.9542427520157517,,-21.53333333333333,21.466666666666665,5.647773127271035
"Steiermark",1980,8.568684340625383,6.971788767265865,47.18888888888889,133.95312500000003,8.568684340625383,,-14.133333333333333,31.233333333333334,5.478318857094295
"Tirol",1980,7.77085918510279,1.1470284314941233,70.87222222222222,146.47916666666663,7.77085918510279,,-17.666666666666668,33.50000000000001,5.8265923098119075
"Vorarlberg",1980,8.335821857997898,4.4891548644044015,108.18749999999999,127.23888888888887,8.335821857997898,,-12.9,34.6,6.0589927461748045
"Wien",1980,8.783876294404566,8.53029130691769,41.236111111111114,129.67999999999998,8.783876294404566,,-15.799999999999999,31.433333333333334,6.300999785222982
"Burgenland",1981,10.889912314388122,10.282205964712425,23.391666666666666,152.04999999999995,10.889912314388122,,-14.6,34.2,8.869830798503756
"Kärnten",1981,6.697814380991863,6.615583485031067,55.68055555555555,159.97534722222224,6.697814380991863,,-18.766666666666666,28.299999999999997,8.495656806577053
"Niederösterreich",1981,8.35194279035571,8.77869532331672,47.63888888888889,124.95666666666666,8.35194279035571,,-19.433333333333334,31.900000000000002,8.611873527627637
"Oberösterreich",1981,8.496869986345793,8.411385757203147,65.75277777777778,127.84499999999997,8.496869986345793,,-18.06666666666667,31.433333333333337,8.644083153297215
"Salzburg",1981,-1.1659881811292458,2.9098067621287997,126.82777777777778,123.40833333333333,-1.1659881811292458,,-23.03333333333333,20.666666666666664,6.654110258190453
"Steiermark",1981,9.542540109233657,7.9582962234276575,45.11388888888889,160.91145833333331,9.542540109233657,,-15.833333333333334,31.499999999999996,6.384635817159561
"Tirol",1981,8.473830858508277,1.6260395652788677,81.76944444444445,146.484375,8.473830858508277,,-17.266666666666662,32.16666666666666,6.739839112662843
"Vorarlberg",1981,9.04327844213014,5.081384749394652,134.07916666666668,134.16666666666669,9.04327844213014,,-13.75,29.15,6.878106243017729
"Wien",1981,10.141746488682688,10.248369197991362,37.47314814814815,142.8983333333333,10.141746488682688,,-16.2,32.900000000000006,7.207081543485108
"Burgenland",1982,10.7282226062468,10.016547387995525,36.550000000000004,150.63333333333333,10.7282226062468,,-16,32,9.585923700960317
"Kärnten",1982,7.371790086429037,6.967771472627609,68.98611111111113,149.20416666666668,7.371790086429037,,-16.599999999999998,27.366666666666667,9.151773696399392
"Niederösterreich",1982,8.16691729845683,8.77741742738205,50.59722222222223,131.84833333333333,8.16691729845683,,-20.96666666666667,30.3,9.090390984389103
"Oberösterreich",1982,8.805827146270692,8.912590822281983,47.89166666666667,138.01166666666666,8.805827146270692,,-18,29.566666666666666,9.042900725217214
"Salzburg",1982,1.1251849718381974,3.880636209013402,94.42916666666666,131.74340277777776,1.1251849718381974,,-20.000000000000004,19.950000000000003,7.239588421848316
"Steiermark",1982,9.654319849803722,8.020985282890129,61.327777777777776,141.45937499999997,9.654319849803722,,-15.733333333333334,30.466666666666665,7.0248078705597
"Tirol",1982,9.251793394777266,2.5442793681862517,64.76944444444443,160.03854166666667,9.251793394777266,,-13.533333333333333,31.166666666666668,7.4008085322293455
"Vorarlberg",1982,9.538684764399855,5.8185474583973615,103.6625,140.85277777777776,9.538684764399855,,-10.2,30.8,7.675162025417951
"Wien",1982,9.949169231113348,9.958332351782545,29.630555555555556,147.90666666666664,9.949169231113348,,-15.633333333333336,31.799999999999997,7.903830442386482
"Burgenland",1983,11.419559011776752,10.632413610767111,21.591666666666665,166.17499999999998,11.419559011776752,,-11.5,35.2,9.962705250374192
"Kärnten",1983,7.267566621263664,7.183887660794312,46.65555555555555,160.10312500000003,7.267566621263664,,-18.033333333333335,31.93333333333333,9.485354604666181
"Niederösterreich",1983,8.965495234450284,9.152864970398126,49.30740740740741,144.08020833333333,8.965495234450284,,-18.633333333333333,34.93333333333334,9.428094972600785
"Oberösterreich",1983,9.09982718894009,8.915887593413999,52.223148148148134,150.11499999999998,9.09982718894009,,-15.933333333333334,35.233333333333334,9.340323457508832
"Salzburg",1983,1.364415726195548,3.9728141765713234,86.55925925925925,136.92083333333335,1.364415726195548,,-20.65,23.3,7.6233727565252725
"Steiermark",1983,10.007776071001878,8.499590107734917,38.455555555555556,165.54375000000002,10.007776071001878,,-14.5,35.833333333333336,7.341016168370298
"Tirol",1983,9.24315668202765,2.634022653753861,66.13611111111112,162.28958333333335,9.24315668202765,,-15.166666666666666,36.666666666666664,7.736134180523095
"Vorarlberg",1983,9.486449803916143,5.831487775228305,100.84583333333333,142.9722222222222,9.486449803916143,,-12.35,34.95,7.840325094416267
"Wien",1983,10.943426536635306,10.576132426595322,31.108333333333334,159.95499999999998,10.943426536635306,,-12.066666666666666,36.03333333333333,8.20904496395531
"Burgenland",1984,9.965026547899512,9.480802660847466,29.775000000000002,136.71666666666664,9.965026547899512,,-9.8,34.2,9.929167128296104
"Kärnten",1984,6.42411843184955,6.162566731274223,52.97777777777779,136.96979166666662,6.42411843184955,,-14.666666666666666,31.2,9.21243560046564
"Niederösterreich",1984,7.744976796037081,8.146781700340934,46.81574074074073,122.17916666666665,7.744976796037081,,-15.3,32.93333333333333,8.912799623267526
"Oberösterreich",1984,8.05498558068636,8.036498920689933,43.58333333333332,125.21333333333332,8.05498558068636,,-13.399999999999999,33.733333333333334,8.62650677862157
"Salzburg",1984,0.5939844290920326,2.8924841580563,91.075,130.0375,0.5939844290920326,29335.833333333332,-19.2,23.3,6.5566183571129155
"Steiermark",1984,9.1263764264821,7.3959863366292025,44.68333333333333,138.0625,9.1263764264821,,-14,32.4,6.388888332829433
"Tirol",1984,8.239909158324062,1.3158428632894767,64.88055555555556,151.02916666666664,8.239909158324062,,-15.066666666666666,36.00000000000001,6.752046478124336
"Vorarlberg",1984,8.868910969284293,4.717797979843882,100.4125,131.81388888888887,8.868910969284293,,-11.45,37.35,6.9768333127737785
"Wien",1984,9.547976939765531,9.3886521853603,39.34444444444445,131.90666666666667,9.547976939765531,,-10.500000000000002,33,7.2754315845896125
"Burgenland",1985,9.366882484811919,8.985053977766604,52.43333333333334,142.34545454545452,9.366882484811919,,-20.5,32.8,9.03001119573359
"Kärnten",1985,6.36156195739927,6.064117358398958,66.95555555555555,158.39166666666668,6.36156195739927,,-22.666666666666668,26.8,8.477048301917023
"Niederösterreich",1985,7.47669697665604,7.686684563569425,60.087037037037035,131.99270833333335,7.47669697665604,,-26.833333333333336,31.033333333333335,8.324405865583419
"Oberösterreich",1985,7.690762502133471,7.561204580346496,61.08888888888889,142.74833333333333,7.690762502133471,,-25.066666666666666,31.2,8.088776172153255
"Salzburg",1985,0.8796821108046888,2.8899777519521463,90.84999999999998,142.10833333333332,0.8796821108046888,19239.666666666668,-26.766666666666666,20,6.355117206361086
"Steiermark",1985,8.709573946065882,7.167218603988012,56.647222222222226,158.60000000000005,8.709573946065882,,-20.933333333333334,32.2,6.223655498611879
"Tirol",1985,8.060441203886077,1.5691628320612772,63.83796296296296,168.34687499999998,8.060441203886077,,-22.400000000000002,32.300000000000004,6.5634313479092405
"Vorarlberg",1985,8.648837569991807,4.896103608926996,86.79583333333332,140.85833333333332,8.648837569991807,,-20.05,32.1,6.797859466576394
"Wien",1985,9.140006793314113,8.81143525657911,45.4324074074074,140.39666666666665,9.140006793314113,,-22.266666666666673,33.53333333333333,7.087708324812523
"Burgenland",1986,9.729224897834408,9.452958754829663,31.150000000000002,161.3,9.729224897834408,,-15.8,32.1,8.857616882218467
"Kärnten",1986,6.12948391363714,6.2808719346865125,57.08055555555554,151.45729166666666,6.12948391363714,,-20.166666666666668,27.866666666666667,8.34159887573272
"Niederösterreich",1986,7.895797283219365,8.31771679153335,46.86574074074074,135.98645833333333,7.895797283219365,,-22.633333333333333,31.366666666666667,8.308670091599378
"Oberösterreich",1986,8.360568783068784,8.234705438374748,46.82222222222223,139.49666666666667,8.360568783068784,,-18.8,31.066666666666666,8.251016334214773
"Salzburg",1986,0.15919584074989934,3.215820463901712,91.41296296296298,137.63611111111112,0.15919584074989934,29530.4,-24.2,19.766666666666666,6.4548541437019304
"Steiermark",1986,8.759392814473461,7.369764616572817,46.26111111111111,151.43333333333328,8.759392814473461,,-19.266666666666666,31.466666666666665,6.260887727029741
"Tirol",1986,7.7776992165769245,1.9269151387742367,58.7962962962963,158.41875,7.7776992165769245,,-17.06666666666667,32.63333333333333,6.5905307876176975
"Vorarlberg",1986,8.867194350692124,5.307810808782449,74.17708333333333,130.20138888888886,8.867194350692124,,-15.95,34.349999999999994,6.784810201112249
"Wien",1986,9.689687799019723,9.478224322940688,36.035185185185185,156.46999999999994,9.689687799019723,,-17.866666666666667,32.66666666666667,7.050634004302436
"Burgenland",1987,9.3962237319421,9.156119550837943,42.89166666666668,139.375,9.3962237319421,,-20,33,8.898039582540877
"Kärnten",1987,6.178699010069978,6.407257937041324,67.21388888888889,145.11458333333331,6.178699010069978,,-22.7,27.266666666666666,8.38190082166018
"Niederösterreich",1987,7.710702844243044,7.98521209344867,56.64629629629629,117.24895833333332,7.710702844243044,,-25.4,30.599999999999998,8.368501547193404
"Oberösterreich",1987,8.128346347499571,7.877800519822626,60.83888888888889,124.24333333333328,8.128346347499571,,-22.5,30.566666666666666,8.220731946554894
"Salzburg",1987,0.9709807896298237,3.3003687901172563,113.5935185185185,114.25092592592593,0.9709807896298237,26726.5,-27.733333333333334,19.700000000000003,6.476990544676914
"Steiermark",1987,9.024818868407577,7.524166607673578,57.227777777777774,140.22916666666669,9.024818868407577,,-22.733333333333334,31.033333333333335,6.402709571970009
"Tirol",1987,7.931033404724808,1.8732199078687932,78.96018518518517,144.1047619047619,7.931033404724808,,-22.53333333333333,31.433333333333334,6.753176450900975
"Vorarlberg",1987,7.330964790658612,5.192530851155829,76.38333333333333,112.77083333333334,7.330964790658612,,-20.6,31.55,6.677228840184089
"Wien",1987,9.440769989179763,9.056060030097948,52.42037037037037,137.735,9.440769989179763,,-22.06666666666667,32.83333333333333,6.939713568520127
"Burgenland",1988,10.409615840000209,10.051487720555011,42.49999999999999,161.6333333333333,10.409615840000209,,-10.7,35.2,8.827440578594205
"Kärnten",1988,6.87207102541919,7.258580361366046,51.19722222222222,158.61145833333333,6.87207102541919,,-15.999999999999998,29.333333333333332,8.396891009996528
"Niederösterreich",1988,8.833249936678326,9.072137538705581,53.960185185185175,129.75833333333333,8.833249936678326,,-14.466666666666667,34.166666666666664,8.577334316387232
"Oberösterreich",1988,9.34634109916368,9.063495980375594,65.89722222222221,137.845,9.34634109916368,,-12.833333333333334,34.5,8.980409578088246
"Salzburg",1988,1.5365446963560676,3.784368558521838,105.07407407407406,126.09444444444442,1.5365446963560676,42077.75,-20.733333333333334,21.6,7.399564519523507
"Steiermark",1988,9.806514285405187,8.386156108677877,51.337037037037035,151.81145833333332,9.806514285405187,,-14.499999999999998,33.233333333333334,7.278944208604503
"Tirol",1988,8.687642317705885,2.456721956386747,60.64814814814814,155.86354166666663,8.687642317705885,,-12.833333333333332,32.83333333333334,7.642058467061841
"Vorarlberg",1988,9.777217594027636,6.026378301685537,104.5875,128.20833333333334,9.777217594027636,,-9,31.85,7.8308519985317036
"Wien",1988,10.515873541489565,10.098669008079986,41.78425925925927,152.19166666666663,10.515873541489565,62.5,-10.733333333333333,36.233333333333334,8.06475848699688
"Burgenland",1989,10.721765834019347,10.485605991975511,36.11666666666667,157.45833333333337,10.721765834019347,,-9.7,32.8,9.901802714529536
"Kärnten",1989,7.396233145587984,7.700566555563579,62.58888888888889,159.0197916666666,7.396233145587984,,-12.833333333333332,26.166666666666664,9.419746486566096
"Niederösterreich",1989,8.773844524022964,9.141033331154553,66.75529100529099,132.95250000000001,8.773844524022964,,-15.95,30.766666666666666,9.436986927829512
"Oberösterreich",1989,9.391683307731695,8.970726118255591,49.65277777777778,127.23166666666664,9.391683307731695,,-13.200000000000001,31.966666666666665,9.359880070570323
"Salzburg",1989,2.300750391472132,3.7324185855841647,147.27222222222218,140.76388888888889,2.300750391472132,32595.363636363636,-16.866666666666667,18.933333333333334,7.716855440566837
"Steiermark",1989,10.088263942476484,8.710318689030785,59.901851851851845,156.759375,10.088263942476484,,-11.8,30.133333333333333,7.5901550622582645
"Tirol",1989,8.51031481488821,2.298979336682903,56.443518518518516,167.45937500000002,8.51031481488821,,-12.833333333333336,31.333333333333336,7.81297139611831
"Vorarlberg",1989,9.853162519046645,5.8492457951895815,79.99374999999998,136.25000000000006,9.853162519046645,,-8.1,29.75,8.028834995123045
"Wien",1989,10.740376186768477,10.413000313886778,41.36851851851852,146.02666666666667,10.740376186768477,17.666666666666668,-11.466666666666667,31.866666666666667,8.298573570930401
"Burgenland",1990,10.786246311071848,10.39602640897553,29.966666666666672,171.44166666666666,10.786246311071848,,-10.9,33.4,9.995672754850345
"Kärnten",1990,7.21829642430449,7.486121737340548,65.08055555555556,167.38125,7.21829642430449,,-12.766666666666666,27.53333333333333,9.421679251215945
"Niederösterreich",1990,8.739041977439738,9.119227952148961,45.297619047619044,145.53333333333333,8.739041977439738,,-15.1,30.95,9.46742468372625
"Oberösterreich",1990,9.37938321385902,8.989610568628414,52.28055555555556,155.78833333333333,9.37938321385902,,-12.5,30.5,9.372668822688725
"Salzburg",1990,1.9763693554279702,3.618973001298773,134.78796296296292,142.79722222222222,1.9763693554279702,28245.91666666666,-18.3,20.299999999999997,7.619867456420623
"Steiermark",1990,10.039920987022109,8.485365093051312,55.57314814814815,164.44270833333331,10.039920987022109,,-13.833333333333334,32.16666666666667,7.470602391610676
"Tirol",1990,8.587210409754489,2.300757173016427,70.58240740740742,173.53020833333335,8.587210409754489,,-14.633333333333333,31.500000000000004,7.744385188700676
"Vorarlberg",1990,10.216366895624766,5.983213450327507,92.11458333333331,147.15,10.216366895624766,,-11.7,32.75,8.039850172337681
"Wien",1990,10.904818923858366,10.446006302464708,35.85370370370371,156.15499999999997,10.904818923858366,148.5,-10.666666666666666,33.4,8.344937314337551
"Burgenland",1991,9.655753912050761,9.079899372802549,57.85,158.30000000000004,9.655753912050761,,-15.5,34.6,9.88081422566211
"Kärnten",1991,6.611639977508135,6.110924161743709,66.65185185185184,151.47916666666663,6.611639977508135,,-20.1,28.5,9.195158023759316
"Niederösterreich",1991,7.579977218250658,7.857254469960764,69.90119047619046,129.49333333333334,7.579977218250658,,-22.2,31.25,8.99371138545855
"Oberösterreich",1991,8.406194956477215,7.939593505920401,48.24444444444444,159.45999999999998,8.406194956477215,,-17.833333333333332,31.433333333333334,8.63167699762904
"Salzburg",1991,1.2490869947525267,2.9600636217651486,113.34907407407405,140.2277777777778,1.2490869947525267,17593.5,-21.7,20.500000000000004,6.700530611807872
"Steiermark",1991,9.004564001240688,7.407919158650174,69.16203703703705,147.12916666666666,9.004564001240688,,-16.8,32.6,6.570292629645857
"Tirol",1991,7.738673201291431,1.6340507343590231,70.96018518518515,167.21145833333333,7.738673201291431,,-16.7,33.266666666666666,6.795699274402516
"Vorarlberg",1991,9.711203053913897,5.114849193481737,94.22500000000001,134.19166666666663,9.711203053913897,,-12.1,32.1,7.221944441535164
"Wien",1991,9.610459494246202,9.07355937709082,45.13650793650794,145.47499999999997,9.610459494246202,475.5,-16.76666666666667,33.9,7.462797349088961
"Burgenland",1992,10.639971014488669,10.78664455567531,44.908333333333346,177.74166666666662,10.639971014488669,,-11.3,36,9.34097415303619
"Kärnten",1992,8.075338098725387,7.488425580069698,63.038888888888884,158.50833333333333,8.075338098725387,,-14.766666666666666,31.533333333333335,9.155128972533129
"Niederösterreich",1992,9.143046704436863,9.565453632075787,59.942857142857136,144.69833333333335,9.143046704436863,,-15.399999999999999,34.25,9.436003673162215
"Oberösterreich",1992,9.410738585320354,9.545064795583077,53.40833333333333,141.23214285714286,9.410738585320354,,-11.066666666666666,34.7,9.375910779443506
"Salzburg",1992,2.2762067400169914,3.9872382678992846,101.3037037037037,137.94722222222222,2.2762067400169914,59823.71428571428,-19.5,21.933333333333334,7.9090602285976646
"Steiermark",1992,10.556101002753087,9.099876185666712,57.11296296296295,165.69062500000004,10.556101002753087,,-12.166666666666666,35.56666666666666,7.892286226250548
"Tirol",1992,8.936031479099167,2.7425355940203873,64.79722222222222,166.19895833333334,8.936031479099167,,-14.033333333333335,34.3,8.064424902325305
"Vorarlberg",1992,10.537204301075269,5.980558805927647,89.32083333333333,122.63749999999996,10.537204301075269,,-12.100000000000001,34.65,8.343256421652987
"Wien",1992,11.316090878209726,10.764045201553705,38.09074074074074,160.66,11.316090878209726,47,-10.55,37.05,8.72432688023086
"Burgenland",1993,9.535197452612652,9.706362753096215,36.783333333333346,164.08333333333337,9.535197452612652,,-19.2,34.1,10.176125022749993
"Kärnten",1993,7.442138726714747,7.468504333677379,66.01944444444445,150.12604166666668,7.442138726714747,,-16.566666666666666,27.9,9.553332567542325
"Niederösterreich",1993,8.584794139356244,8.585176263032855,64.83283730158732,137.98208333333332,8.584794139356244,,-18.633333333333333,32.233333333333334,9.48308509959374
"Oberösterreich",1993,8.559821253904586,8.708390030047276,59.097222222222214,145.50833333333333,8.559821253904586,,-15.700000000000001,31.266666666666666,9.087608490159603
"Salzburg",1993,1.7073721907517068,3.653344562131998,102.43055555555556,137.12777777777777,1.7073721907517068,36963.75,-20.833333333333332,20.666666666666668,7.165864752667999
"Steiermark",1993,9.793066286178,8.43295316906417,50.721296296296295,156.04270833333337,9.793066286178,,-15.299999999999999,32.13333333333333,7.217438519381068
"Tirol",1993,8.541035611753825,2.389661124629333,73.65648148148146,160.21145833333333,8.541035611753825,,-15.533333333333333,31.066666666666666,7.437217896388884
"Vorarlberg",1993,10.009899833589351,5.716245644323926,104.5,123.52499999999998,10.009899833589351,,-12.399999999999999,31.200000000000003,7.722239035235506
"Wien",1993,10.080152582699357,9.524957955626512,43.022222222222226,163.43833333333333,10.080152582699357,,-15.633333333333333,33.5,8.02630530099446
"Burgenland",1994,11.635741794462543,11.250166426456651,36.65833333333334,165.46666666666664,11.635741794462543,,-13.9,35.2,10.011979221736627
"Kärnten",1994,8.443608193435889,8.895003152015084,69.1398148148148,157.8138888888889,8.443608193435889,,-17,29.333333333333336,9.742087603188205
"Niederösterreich",1994,9.902547192574595,10.194929234271017,59.8744212962963,142.10416666666666,9.902547192574595,,-15.500000000000002,33.93333333333333,10.01438991935236
"Oberösterreich",1994,10.081580706322727,10.261674586650903,51.57037037037037,151.77777777777777,10.081580706322727,,-11.666666666666666,33.3,10.028726093899035
"Salzburg",1994,2.645705582523895,4.989125264696966,100.23888888888888,141.44444444444446,2.645705582523895,37530.36363636364,-17.366666666666667,21.266666666666666,8.541836693863942
"Steiermark",1994,11.117994293510757,9.757575463069655,56.25648148148147,163.090625,11.117994293510757,,-14.1,33.63333333333334,8.438287193673585
"Tirol",1994,9.860842886634387,3.9279041786247886,63.16203703703704,162.40833333333333,9.860842886634387,,-11.333333333333334,34.266666666666666,8.721734132313284
