"Bundesland","Jahr","Mean(Temp_final)","Mean(era5_temp)","Mean(Mean(rr_final))","Mean(Mean(sun_hours_final))","Mean(zamg_temp)","Mean(Mean(snow_height_final))","Min*(Mean(temp_min_month))","Max*(Mean(temp_max_month))","MA(Mean(Temp_final))"
"Vorarlberg",1994,11.447630888376855,7.2818612367165105,103.45,121.72083333333335,11.447630888376855,,-9.1,32.85,9.030750871473735
"Wien",1994,11.460511071793384,11.112581282546104,41.540740740740745,170.57166666666672,11.460511071793384,,-14.433333333333334,34.50000000000001,9.306536944567867
"Burgenland",1995,10.439337486680397,9.993233224049028,44.57500000000001,152.21666666666667,10.439337486680397,,-12.5,33,10.865263325399168
"Kärnten",1995,7.177225297127393,7.603641022150774,60.07037037037038,150.25555555555553,7.177225297127393,,-15.033333333333333,29.300000000000004,10.077109526122495
"Niederösterreich",1995,8.342190819045902,8.952376593024646,68.43703703703704,123.09444444444442,8.342190819045902,,-16.133333333333333,33.733333333333334,9.773379112604799
"Oberösterreich",1995,8.847715589248107,9.022261589341744,69.43981481481478,132.10624999999996,8.847715589248107,,-12.766666666666666,33.63333333333333,9.253396052779049
"Salzburg",1995,1.3003286773147624,3.4557990361836697,96.80052910052909,120.88263888888885,1.3003286773147624,36583.91666666668,-19.9,21.566666666666666,7.2213595738833245
"Steiermark",1995,9.859812143471512,8.32370003289546,58.69537037037036,149.28958333333333,9.859812143471512,,-15.533333333333333,31.133333333333333,7.105454505241547
"Tirol",1995,8.438895292829391,2.495785197028631,64.10833333333332,156.88229166666667,8.438895292829391,,-15.766666666666666,33.73333333333333,7.357788504381947
"Vorarlberg",1995,9.902774855798413,5.857436224251703,107.96249999999999,141.25416666666666,9.902774855798413,,-13.6,34.45,7.66990531173245
"Wien",1995,10.435286684376619,9.991462921867022,53.965476190476195,154.96833333333336,10.435286684376619,,-14.25,33.95,7.987419530758152
"Burgenland",1996,9.121009861774086,8.551460433207701,42.86363636363636,153.04166666666666,9.121009861774086,,-19.8,32.6,9.551555767650017
"Kärnten",1996,6.232009515263009,6.653061317867353,84.00740740740738,144.7277777777778,6.232009515263009,,-19.2,29,8.825995242008316
"Niederösterreich",1996,6.905631695978991,7.2761982400674325,76.60740740740741,118.58055555555558,6.905631695978991,,-22.6,30.766666666666666,8.519342522638237
"Oberösterreich",1996,7.444149115381434,7.629729901720811,60.60185185185184,138.55555555555551,7.444149115381434,,-19.166666666666668,30.966666666666665,8.027617374554842
"Salzburg",1996,0.930154151943764,2.826170718255647,109.99444444444444,128.83333333333331,0.930154151943764,35927.99999999999,-24.1,20.766666666666666,6.126590868068271
"Steiermark",1996,8.93668594886722,7.356231470155908,66.60648148148147,140.715625,8.93668594886722,,-17.033333333333335,32.06666666666666,6.089726085486897
"Tirol",1996,7.952910513678863,1.8398451804796188,71.36388888888887,163.07708333333335,7.952910513678863,,-16.266666666666666,32.03333333333333,6.433906285170068
"Vorarlberg",1996,8.776412613723876,5.088481222106376,82.14583333333331,143.11666666666665,8.776412613723876,,-11.7,30.35,6.808062468719045
"Wien",1996,8.838621963312312,8.286169784418409,48.72604166666667,147.4,8.838621963312312,,-18.5,30.95,7.086957038305221
"Burgenland",1997,10.188577812149862,9.552825671266982,52.39166666666667,172.99166666666667,10.188577812149862,,-12.7,32.4,8.938641770346441
"Kärnten",1997,7.509070389040035,7.772548977278571,58.791666666666664,165.2888888888889,7.509070389040035,,-11.766666666666667,25.599999999999998,8.653118658381004
"Niederösterreich",1997,8.014668480672649,8.563282930006208,74.01388888888887,137.71944444444446,8.014668480672649,,-15.533333333333333,31.633333333333333,8.66547025177976
"Oberösterreich",1997,8.594844336964654,8.863776900534988,62.412037037037024,152.96388888888887,8.594844336964654,,-15.2,32.166666666666664,8.629156596427917
"Salzburg",1997,2.006086087398216,3.7926172502960434,107.44537037037036,142.43333333333328,2.006086087398216,32640.833333333332,-15.866666666666667,18.5,7.262649421245098
"Steiermark",1997,9.847267495867074,8.385207607260217,52.41388888888889,165.95520833333336,9.847267495867074,,-13.433333333333334,30.06666666666667,7.19438735798854
"Tirol",1997,9.042997713398224,3.2032402359564567,61.16203703703704,175.41666666666669,9.042997713398224,,-12.933333333333334,29.833333333333336,7.501172822860178
"Vorarlberg",1997,9.95375436971483,6.542135005208357,82.93958333333333,149.32500000000002,9.95375436971483,,-10,27.950000000000003,7.888990000668614
"Wien",1997,9.775100123171052,9.42476961443668,61.31666666666668,165.35277777777782,9.775100123171052,,-9.566666666666666,30.96666666666667,8.125041157909894
"Burgenland",1998,10.689970639753408,10.288183258955263,42.541666666666664,160.04166666666669,10.689970639753408,,-13,35,9.861818068380932
"Kärnten",1998,7.6675277268071,7.911554518598546,75.925,164.2847222222222,7.6675277268071,,-12.766666666666667,28.966666666666665,9.425870114568937
"Niederösterreich",1998,8.573871711836864,9.184523620959764,70.62499999999999,128.68611111111113,8.573871711836864,,-19.333333333333332,34.06666666666666,9.332044914256665
"Oberösterreich",1998,9.0881558807651,9.276983604516044,65.22314814814814,145.21388888888885,9.0881558807651,,-17.433333333333334,34.56666666666666,9.158925216466718
"Salzburg",1998,1.628184868347892,3.4975151593862246,116.19259259259255,142.2222222222222,1.628184868347892,31500.499999999993,-19.266666666666666,21.666666666666664,7.529542165502086
"Steiermark",1998,10.321733368377927,8.81053280110196,60.420370370370364,163.51458333333332,10.321733368377927,,-13.433333333333334,32.46666666666667,7.45589471122699
"Tirol",1998,8.962307245507448,2.5364781785954555,67.96018518518518,172.0333333333333,8.962307245507448,,-13.4,33.233333333333334,7.71485061496706
"Vorarlberg",1998,9.956612600867013,5.868304349299713,95.66874999999997,150.74583333333334,9.956612600867013,,-10.850000000000001,33.25,7.991398792773089
"Wien",1998,10.482025618986274,10.229567330599842,52.61111111111111,158.89444444444447,10.482025618986274,,-16.333333333333332,35.4,8.270172740417324
"Burgenland",1999,10.810317375244658,10.205113270404,47.88333333333334,158.30833333333334,10.810317375244658,,-13.3,34.2,10.106599241796678
"Kärnten",1999,7.356499321617007,7.41655420201295,78.68425925925925,151.42222222222222,7.356499321617007,,-15.833333333333336,28.733333333333334,9.513552432444493
"Niederösterreich",1999,8.794001531682099,9.203089401687063,68.49722222222222,129.1888888888889,8.794001531682099,,-14.366666666666667,33,9.479891289679424
"Oberösterreich",1999,9.181834620584688,9.276678541474677,60.299074074074056,142.36111111111111,9.181834620584688,,-15.133333333333333,33.6,9.324935693622958
"Salzburg",1999,1.7047318235896363,3.8220151274268446,114.66851851851852,124.5375,1.7047318235896363,76147.375,-22.3,20.900000000000002,7.569476934543631
"Steiermark",1999,10.331178437333516,8.619552949695471,62.542592592592584,152.284375,10.331178437333516,,-13.766666666666664,32.16666666666667,7.473649146961402
"Tirol",1999,8.690729674182972,2.576005407100744,82.66296296296295,157.14791666666667,8.690729674182972,,-16.866666666666667,33.13333333333333,7.740495217474595
"Vorarlberg",1999,9.548539741895485,5.960580011667437,133.70416666666665,136.69583333333333,9.548539741895485,,-13.85,31.8,7.891402859517272
"Wien",1999,10.395119278188746,10.139554307606373,56.608333333333334,157.29444444444445,10.395119278188746,,-10.633333333333333,34.83333333333333,8.134059791038084
"Burgenland",2000,11.834840079202843,11.24706342513546,48.58333333333334,179.2916666666666,11.834840079202843,,-12.2,36.3,10.160081442160726
"Kärnten",2000,8.356215861296807,8.480858641772773,83.20648148148146,174.30555555555557,8.356215861296807,,-17.500000000000004,29.733333333333338,9.765088926953384
"Niederösterreich",2000,9.512973739432116,10.086762279984473,66.9972222222222,137.73888888888888,9.512973739432116,,-19.23333333333333,33.83333333333333,9.929537740003212
"Oberösterreich",2000,9.928018586205868,9.980269330278263,66.80833333333334,154.93611111111107,9.928018586205868,,-17.6,33.13333333333333,10.00543350886529
"Salzburg",2000,2.977502047643212,4.609058577608116,133.47314814814814,141.31666666666663,2.977502047643212,78035.625,-22.93333333333333,22.066666666666666,8.521910062756183
"Steiermark",2000,11.26803077589771,9.663424696562302,58.88756613756614,177.81916666666663,11.26803077589771,,-14.866666666666665,35.05,8.408548202095156
"Tirol",2000,9.696461332267873,3.3342026431387475,95.34259259259257,171.00000000000003,9.696461332267873,,-17.433333333333334,32.333333333333336,8.67659729628937
"Vorarlberg",2000,10.681353099558105,6.656811431271394,111.21666666666665,150.68333333333334,10.681353099558105,,-16.15,34.75,8.910273168314568
"Wien",2000,11.455914209495715,11.175875688837676,39.650000000000006,172.42222222222225,11.455914209495715,,-10.333333333333334,36.733333333333334,9.215852292972537
"Burgenland",2001,10.695771228892127,10.29167022913202,41.074999999999996,159.15833333333336,10.695771228892127,,-13,35.5,10.75950612922232
"Kärnten",2001,7.695179973642775,8.097330192937706,55.962962962962955,170.07847222222225,7.695179973642775,,-16.366666666666667,28.933333333333334,10.044935968771332
"Niederösterreich",2001,8.57103453907522,9.038257759960661,61.51944444444444,127.43611111111113,8.57103453907522,,-19.6,32.56666666666666,9.819850610132802
"Oberösterreich",2001,8.915286270350686,9.04386890508995,71.83703703703704,138.99305555555554,8.915286270350686,,-18.633333333333333,32.73333333333333,9.466637244291318
"Salzburg",2001,1.5929348175508449,3.7463678243034444,129.29444444444442,136.63611111111112,1.5929348175508449,54842.28571428571,-23.566666666666666,21.633333333333333,7.494041365902344
"Steiermark",2001,10.452539036005136,8.973588276671062,36.75833333333334,174.09833333333333,10.452539036005136,,-14.100000000000001,33.150000000000006,7.445394927324946
"Tirol",2001,9.037931533229019,2.648299003160226,63.89907407407408,164.221875,9.037931533229019,,-17.466666666666665,32.833333333333336,7.713945239242195
"Vorarlberg",2001,9.90904613654059,6.122215478201297,152.95624999999995,148.025,9.90904613654059,,-14,32.25,7.981547558735269
"Wien",2001,10.283048027659392,10.097282178867472,43.03055555555555,154.74722222222223,10.283048027659392,26025,-14.133333333333333,35.36666666666667,8.25509991019701
"Burgenland",2002,11.4933912114463,11.022377627405506,49.325,166.10000000000002,11.4933912114463,,-12.4,35.9,10.235191188976103
"Kärnten",2002,7.5882826576141635,8.738400045789621,75.76388888888889,152.95000000000002,7.5882826576141635,,-15.433333333333332,30.96666666666666,9.662339913297908
"Niederösterreich",2002,9.42195519016735,10.013396366967509,91.5537037037037,132,9.42195519016735,,-17.8,33.599999999999994,9.739144644685574
"Oberösterreich",2002,9.833460748822114,10.01206510185187,97.28703703703701,148.025,9.833460748822114,,-15.166666666666668,33.03333333333333,9.724027567141878
"Salzburg",2002,2.5920221723829084,4.646622720947497,130.5981481481481,131.1277777777778,2.5920221723829084,41562.857142857145,-20.366666666666667,22.799999999999997,8.18582239608658
"Steiermark",2002,10.958805172619758,9.629387081287891,63.530952380952385,169.02333333333337,10.958805172619758,,-14.5,34.2,8.078905188321272
"Tirol",2002,9.89413576664097,3.6980964915621484,88.08703703703704,165.08020833333336,9.89413576664097,,-14.2,34.833333333333336,8.540075810126634
"Vorarlberg",2002,10.5339763995081,6.816384852579923,111.05833333333332,147.2625,10.5339763995081,,-12.25,31.15,8.762480051994784
"Wien",2002,11.025831948903878,10.954354630149686,66.83611111111112,162.16111111111115,11.025831948903878,12260,-12.833333333333332,34.7,9.000954292011137
"Burgenland",2003,11.037920835475674,10.642229829615786,28.025000000000002,197.2666666666667,11.037920835475674,,-14.9,38.5,10.69013402462969
"Kärnten",2003,6.937833074412686,8.417442544058847,71.45277777777777,175.50833333333333,6.937833074412686,,-17.899999999999995,32,9.885939604988277
"Niederösterreich",2003,8.645830914076791,9.405123508837917,52.777777777777786,160.82222222222222,8.645830914076791,,-19.26666666666667,35.400000000000006,9.636278634475442
"Oberösterreich",2003,9.333096710354445,9.801788775292305,45.467592592592595,176.2111111111111,9.333096710354445,,-17.5,34.800000000000004,9.39610269664471
"Salzburg",2003,2.3719097211051396,4.462329558526435,164.77222222222218,166.81388888888893,2.3719097211051396,46601.2,-21.03333333333333,21.766666666666666,7.665318251084964
"Steiermark",2003,10.435532460843081,9.088532665423942,39.52857142857143,198.6091666666667,10.435532460843081,,-18.2,36.699999999999996,7.544840576158445
"Tirol",2003,9.267920689260846,3.349754404647253,66.26388888888887,185.80555555555557,9.267920689260846,,-15.866666666666667,37.099999999999994,8.010858099128077
"Vorarlberg",2003,10.394968799783744,6.687346054544845,75.60624999999999,179.58750000000003,10.394968799783744,,-12.45,35.65,8.360685676269467
"Wien",2003,10.620487152387794,10.496612806702316,33.480555555555554,188.38055555555556,10.620487152387794,20236,-14.833333333333334,37.53333333333333,8.618163764676137
"Burgenland",2004,10.555277446662512,10.003743949555595,41.19166666666668,159.075,10.555277446662512,,-15.9,34.6,10.25483730978761
"Kärnten",2004,6.365653148380572,7.613006638811667,85.11944444444443,151.63888888888889,6.365653148380572,,-15.9,28.366666666666664,9.44086144729511
"Niederösterreich",2004,8.397459267477025,8.99398006847374,66.61666666666666,131.13055555555553,8.397459267477025,,-19.6,31.4,9.266769162938346
"Oberösterreich",2004,8.801667490146311,9.064866215254623,60.84074074074074,147.46944444444443,8.801667490146311,,-15.7,30.633333333333333,8.948108901010858
"Salzburg",2004,1.4827245425787852,3.8118685004725146,118.77777777777776,130.69166666666666,1.4827245425787852,94178.33333333333,-19.8,19.5,7.120556379049057
"Steiermark",2004,9.588596654285862,8.35283272507907,62.95833333333332,153.93854166666665,9.588596654285862,,-13.333333333333332,33.33333333333333,6.9272202205737266
"Tirol",2004,8.58055294610144,3.0736519410276064,71.29444444444445,155.09722222222226,8.58055294610144,,-14.600000000000001,32.13333333333333,7.3702001801179
"Vorarlberg",2004,9.743031797777913,6.1948153683607,377.92708333333337,148.86249999999995,9.743031797777913,,-9.15,29.6,7.639314686178078
"Wien",2004,10.15400623664836,10.014127850903035,54.36666666666667,155.53333333333333,10.15400623664836,80601.33333333333,-13.733333333333334,32.56666666666666,7.909782435478488
"Burgenland",2005,10.700121967017708,9.833404317308332,48.99166666666667,185.55,10.700121967017708,,-11.6,35.8,9.753261920366272
"Kärnten",2005,5.96220801033986,7.367838966112526,93.9222222222222,160.85555555555553,5.96220801033986,,-19.566666666666666,29.5,9.027984191577072
"Niederösterreich",2005,8.076097825258687,8.676340159575576,77.62499999999999,139.38333333333333,8.076097825258687,,-19.299999999999997,33.9,8.927093167408522
"Oberösterreich",2005,8.537592681408743,8.791122507395164,64.55277777777776,156.86666666666665,8.537592681408743,,-17.166666666666664,34.13333333333333,8.686005344134688
"Salzburg",2005,0.9116720520924678,3.407533752866873,123.36111111111111,136.04166666666663,0.9116720520924678,,-24.3,23.133333333333333,6.83753850722351
"Steiermark",2005,8.929321204067024,8.006228342880632,73.63888888888887,166.43611111111113,8.929321204067024,,-17.166666666666664,32.733333333333334,6.483378354633373
"Tirol",2005,8.228177503448023,2.8104609109409915,70.17499999999998,159.85555555555555,8.228177503448023,,-16.966666666666665,33.93333333333333,6.936572253255006
"Vorarlberg",2005,9.47742331015409,5.81781602784447,88.22291666666666,159.54583333333332,9.47742331015409,,-14.55,31.75,7.216837350234087
"Wien",2005,9.931339312238245,9.692874516843766,50.96944444444445,171.7888888888889,9.931339312238245,84103.16666666667,-13.799999999999999,35.16666666666667,7.495586676399988
"Burgenland",2006,11.317190277776453,10.535660677099356,46.775000000000006,184.50000000000003,11.317190277776453,,-16.9,36.7,9.576690321536784
"Kärnten",2006,6.74702340753042,8.049216796939026,69.39999999999999,164.65,6.74702340753042,,-18.833333333333336,31.666666666666668,9.140230762229463
"Niederösterreich",2006,8.549528569094784,9.077156192398999,69.05555555555554,143.9138888888889,8.549528569094784,,-20.933333333333334,32.833333333333336,9.204500975358815
"Oberösterreich",2006,8.999977471817333,9.2155238631246,65.3824074074074,155.08333333333331,8.999977471817333,,-17.333333333333336,32.93333333333333,9.109011807691465
"Salzburg",2006,1.2604001073192714,4.379877380101681,118.68425925925928,148.0333333333333,1.2604001073192714,,-19.833333333333332,21.666666666666664,7.37482396670767
"Steiermark",2006,9.441706613278697,8.482121270035972,60.57777777777778,171.0805555555556,9.441706613278697,,-17.9,33.199999999999996,6.999727233808119
"Tirol",2006,8.798036760080683,3.6727552282653004,63.74722222222222,168.35833333333335,8.798036760080683,,-16.833333333333332,35,7.4099299043181714
"Vorarlberg",2006,10.09912574085407,6.459493354892069,99.97916666666666,158.3875,10.09912574085407,,-12.4,32.3,7.719849338670029
"Wien",2006,10.479548424542728,10.209635682665045,55.9638888888889,178.28611111111113,10.479548424542728,84909.83333333334,-16.96666666666667,35.1,8.015763529215107
"Burgenland",2007,12.232891473856915,11.434678824956821,57.091666666666654,190.65833333333333,12.232891473856915,,-6.4,39,10.210261802522636
"Kärnten",2007,7.4985551664119425,8.956825868020912,75.21666666666665,183.93333333333334,7.4985551664119425,,-11.7,31.03333333333333,9.821631513149285
"Niederösterreich",2007,9.62741017288575,10.157401422971093,85.3722222222222,152.97222222222223,9.62741017288575,,-12.4,35.13333333333334,9.987506195710298
"Oberösterreich",2007,10.136921070176406,10.300841866364802,72.50462962962962,161.55729166666669,10.136921070176406,,-10.633333333333333,33.56666666666666,9.995065261574764
"Salzburg",2007,1.164759361868052,4.542653891641087,129.83796296296296,146.41944444444448,1.164759361868052,,-17.3,22.866666666666667,8.132107449039829
"Steiermark",2007,10.348775337850597,9.520678785066268,65.43888888888887,176.96944444444443,10.348775337850597,,-9.866666666666665,36.199999999999996,7.755284221838565
"Tirol",2007,9.567932599588776,3.8952795841280743,78.66388888888888,172.30555555555557,9.567932599588776,,-10.5,35.2,8.16915970847393
"Vorarlberg",2007,10.579229817165983,6.870000934395823,102.91874999999997,160.74583333333328,10.579229817165983,,-8.8,33.1,8.359523637329977
"Wien",2007,11.381793684366784,11.317384391214393,71.04166666666666,178.41111111111113,11.381793684366784,98375.54545454546,-8.4,37.06666666666666,8.608498160168052
"Burgenland",2008,12.080639781557505,11.159410123116494,51.316666666666656,180.76666666666668,12.080639781557505,,-8.1,33.9,10.791674244105943
"Kärnten",2008,7.254649118934198,8.636962415189997,85.46666666666667,168.35833333333332,7.254649118934198,,-12.733333333333334,28.26666666666667,10.172849000322664
"Niederösterreich",2008,9.4110129822386,9.928096394547204,70.75277777777777,141.01388888888886,9.4110129822386,,-11.933333333333334,31.833333333333332,10.14146507685263
"Oberösterreich",2008,9.77502281511715,9.904111267129393,58.93333333333333,155.30729166666666,9.77502281511715,,-9.233333333333333,31.833333333333336,9.980623676442862
"Salzburg",2008,1.055221065696891,4.419862402520313,128.32499999999996,152.46361111111108,1.055221065696891,,-17.633333333333333,21.233333333333334,7.9153091527088835
"Steiermark",2008,10.404550695627476,9.504515240389294,67.13888888888887,167.20000000000005,10.404550695627476,,-10.433333333333334,33.83333333333333,7.580091335522877
"Tirol",2008,9.453560663102282,3.7385938452794996,78.15185185185183,156.05925925925928,9.453560663102282,,-12.766666666666666,32.766666666666666,8.019873644356494
"Vorarlberg",2008,10.2465977040006,6.787410550866729,107.89583333333333,156.23750000000004,10.2465977040006,,-9,31.35,8.186990588708895
"Wien",2008,11.222741158746555,11.040540281937515,55.43611111111112,164.57222222222228,11.222741158746555,101589.7,-10.433333333333334,32.46666666666667,8.476534257434775
"Burgenland",2009,11.75917906422091,10.77350106718832,47.233333333333356,179.44999999999996,11.75917906422091,,-13.1,35.2,10.61732585713958
"Kärnten",2009,7.10350294753404,8.46201717166701,93.3888888888889,178.6888888888889,7.10350294753404,,-17.2,28.5,9.957116307520893
"Niederösterreich",2009,9.056548233736534,9.493016793781496,83.04166666666666,140.29166666666666,9.056548233736534,,-16.733333333333334,33.699999999999996,9.877713821647744
"Oberösterreich",2009,9.5142803829426,9.614467237217871,80.83888888888887,155.35833333333338,9.5142803829426,,-15.766666666666666,34.900000000000006,9.731250357436144
"Salzburg",2009,0.8503326365863318,4.162732256381765,125.3611111111111,150.44270833333334,0.8503326365863318,,-21.833333333333336,21.966666666666665,7.656768653004099
"Steiermark",2009,10.107898759910755,9.160283474779737,83.41666666666666,166.6805555555556,10.107898759910755,,-16.466666666666665,34.13333333333334,7.326512592142068
"Tirol",2009,9.252495999061455,3.4539599969651618,88.08240740740739,162.22037037037038,9.252495999061455,,-14.766666666666666,33.10000000000001,7.756311202447551
"Vorarlberg",2009,10.403194430160971,6.963855249559996,119.07499999999997,159.28750000000002,10.403194430160971,,-12.7,32.7,8.025640441732438
"Wien",2009,10.84575138886445,10.608172436955991,69.79166666666664,166.01666666666662,10.84575138886445,13119.5,-15.066666666666665,33.733333333333334,8.291934642916809
"Burgenland",2010,10.305140861647036,9.772613945220513,59.84166666666667,165.16666666666669,10.305140861647036,,-14.9,35.3,10.18289628792895
"Kärnten",2010,6.20378598239444,7.673587981068147,86.29722222222219,162.57777777777778,6.20378598239444,,-15.766666666666667,31.066666666666666,9.402073732425686
"Niederösterreich",2010,8.03794206622389,8.362629435451897,67.91111111111113,131.24722222222226,8.03794206622389,,-18.700000000000003,33.13333333333334,9.159162945858172
"Oberösterreich",2010,8.495823345984302,8.491616516721097,72.42499999999998,144.57777777777778,8.495823345984302,,-15.433333333333332,33.33333333333333,8.777688729022838
"Salzburg",2010,0.586548614164685,3.4434542257771374,100.18055555555553,132.6,0.586548614164685,,-20.366666666666667,22.166666666666668,6.725848174082884
"Steiermark",2010,9.311516238360449,8.160767183721118,68.33055555555556,150.66944444444445,9.311516238360449,,-14.533333333333333,34.36666666666666,6.527123249425567
"Tirol",2010,8.537555175555891,2.6992490921872556,84.66944444444442,154.53611111111115,8.537555175555891,,-12.7,34.13333333333333,6.993877088057857
"Vorarlberg",2010,9.335409000882388,5.894069534572901,137.67499999999998,144.30833333333334,9.335409000882388,,-11,35.15,7.253370474989557
"Wien",2010,9.690573827557072,9.506289593088642,67.45833333333333,152.67500000000004,9.690573827557072,,-15.533333333333333,34,7.492320571304111
"Burgenland",2011,11.310579691560855,10.695706481665518,43.50000000000001,194.95833333333337,11.310579691560855,,-11,36.2,9.637126786783345
"Kärnten",2011,7.487663458916463,8.649055887259477,70.79999999999997,195.15277777777777,7.487663458916463,,-14.033333333333333,30.5,9.272356230894548
"Niederösterreich",2011,9.138011762996411,9.697362958874724,55.4388888888889,158.09722222222223,9.138011762996411,,-13,35.46666666666667,9.392447548382652
"Oberösterreich",2011,9.704287627572418,9.867525281122015,61.22777777777779,168.39444444444445,9.704287627572418,,-12.566666666666666,35.86666666666667,9.466223273720658
"Salzburg",2011,2.0671106060264783,5.116060902489782,85.62923280423277,154.5600694444444,2.0671106060264783,,-18.266666666666666,21.85,7.941530629414539
"Steiermark",2011,9.98397924928536,9.035295276105686,58.019444444444446,180.54722222222222,9.98397924928536,,-10.966666666666667,34.1,7.67621054095944
"Tirol",2011,9.579749180444914,4.4501914341984765,78.88333333333333,184.48055555555553,9.579749180444914,,-13.633333333333333,34.63333333333334,8.09462768526513
"Vorarlberg",2011,10.53951754773864,7.579911714669762,113.97916666666664,175.19166666666666,10.53951754773864,,-9.600000000000001,34.3,8.374928842213576
"Wien",2011,10.834928824905374,10.652404316422937,42.48333333333332,182.02777777777777,10.834928824905374,,-10.833333333333336,36,8.601057081680167
"Burgenland",2012,11.786439620992127,11.045272675808793,40.31666666666666,191.37500000000003,11.786439620992127,,-15.3,37.8,10.544922884673298
"Kärnten",2012,7.237034702896412,8.702579628769648,98.97777777777776,190.79999999999998,7.237034702896412,,-17.566666666666666,30.633333333333333,9.995533975395508
"Niederösterreich",2012,9.127916003480443,9.62410646427875,72.07777777777778,154.4722222222222,9.127916003480443,,-20.933333333333334,35.46666666666666,9.905167340002615
"Oberösterreich",2012,9.56751897566433,9.682045930165488,71.16944444444445,162.97222222222223,9.56751897566433,,-18.233333333333334,34.166666666666664,9.710767625587753
"Salzburg",2012,1.6740030429404968,4.440284242135058,103.38743386243387,142.71388888888887,1.6740030429404968,,-24.450000000000003,23.133333333333333,7.878582469194777
"Steiermark",2012,10.27419923838861,9.407742036440972,77.84166666666667,181.85833333333335,10.27419923838861,,-16.93333333333333,33.733333333333334,7.576134392674073
"Tirol",2012,9.337663563033148,3.6609803640143066,99.85277777777776,164.8638888888889,9.337663563033148,,-17.53333333333333,33.93333333333333,7.996260164701421
"Vorarlberg",2012,10.212288678479304,6.706932238850806,130.0958333333333,159.21249999999998,10.212288678479304,,-16.9,32.7,8.213134699701193
"Wien",2012,11.088312491938627,10.813887503946022,48.19166666666666,178.98611111111114,11.088312491938627,,-16.299999999999997,36.233333333333334,8.517293402956053
"Burgenland",2013,11.304488826797671,10.611208760331353,39.54166666666668,173.0666666666667,11.304488826797671,,-11.2,40.3,10.443390559727488
"Kärnten",2013,7.066783368791912,8.534660603980008,81.08333333333333,160.75833333333333,7.066783368791912,,-13.733333333333333,33.733333333333334,9.801907385808148
"Niederösterreich",2013,8.879651522334914,9.362181085146803,74.18055555555551,138.32777777777775,8.879651522334914,,-13.333333333333332,36.60000000000001,9.710304977668502
"Oberösterreich",2013,9.325074146704255,9.434253094795421,66.29444444444444,143.38333333333335,9.325074146704255,,-12.600000000000001,36,9.532862071313492
"Salzburg",2013,1.4441424624170993,4.392787459709442,99.11018518518516,140.08055555555558,1.4441424624170993,,-18.733333333333334,23.666666666666664,7.604028065409186
"Steiermark",2013,10.137511794864626,9.238613778425837,74.88333333333334,155.58055555555555,10.137511794864626,,-11.333333333333336,38.266666666666666,7.370632659022577
"Tirol",2013,9.155718263844458,3.3603404191015125,90.98055555555551,155.5666666666667,9.155718263844458,,-12.2,37.06666666666666,7.788419638033086
"Vorarlberg",2013,9.427379211012902,6.239693629736328,133.57499999999996,145.8708333333333,9.427379211012902,,-11.1,37.35,7.897965175768683
"Wien",2013,10.659583738875423,10.439779660018267,56.44166666666666,160.1833333333333,10.659583738875423,,-11.9,38.56666666666666,8.164867094202917
"Burgenland",2014,12.363798545439328,11.622746512883511,62.616666666666674,167.70000000000005,12.363798545439328,,-10.9,35.7,10.348798310807362
"Kärnten",2014,8.044695916062333,9.49000619578322,109.6444444444444,155.25555555555556,8.044695916062333,,-14.566666666666666,29.86666666666667,9.930235135046903
"Niederösterreich",2014,9.99537329923492,10.4451903500731,69.24999999999997,135.95833333333331,9.99537329923492,,-11.233333333333333,33.833333333333336,10.098166142124995
"Oberösterreich",2014,10.445008558599216,10.571672554323499,66.50833333333333,146.74166666666667,10.445008558599216,,-11.733333333333334,34.233333333333334,10.301692011642258
"Salzburg",2014,2.500604533362324,5.6602071863479475,109.92129629629628,127.09166666666667,2.500604533362324,,-18.033333333333335,21.633333333333333,8.669896170539637
"Steiermark",2014,11.067562524530198,10.10042063059505,81.94722222222221,148.61388888888888,11.067562524530198,,-10.333333333333336,33.900000000000006,8.410648966357812
"Tirol",2014,10.263600436046026,4.681368896870756,99.41388888888886,151.5888888888889,10.263600436046026,,-10.466666666666669,33.96666666666667,8.85442987035455
"Vorarlberg",2014,11.181467340183556,8.076658631379097,113.80416666666667,157.97916666666666,11.181467340183556,,-8.850000000000001,34.3,9.091648678544278
"Wien",2014,11.716183153919765,11.568519254216291,62.14166666666665,158.67777777777778,11.716183153919765,,-9.866666666666667,33.36666666666667,9.345883597608388
"Burgenland",2015,12.271559717894037,11.812161151655058,37.21666666666666,184.04166666666666,12.271559717894037,,-6,37.5,11.300074634514731
"Kärnten",2015,7.938481440847278,9.298268547107037,79.03888888888889,187.24166666666667,7.938481440847278,,-11.099999999999998,30.966666666666665,10.674258417778146
"Niederösterreich",2015,10.052736867592717,10.545734026121691,48.01666666666668,150.56111111111113,10.052736867592717,,-8.600000000000001,36.3,10.632085704087485
"Oberösterreich",2015,10.463992840894718,10.703980455298492,52.988888888888894,154.85833333333332,10.463992840894718,,-8.499999999999998,36.00000000000001,10.488590804229718
"Salzburg",2015,2.381947940782333,5.327829100689133,91.48518518518517,157.31388888888884,2.381947940782333,,-17.1,23.366666666666667,8.62174376160223
"Steiermark",2015,10.781226767830022,10.039336837317606,58.474999999999994,172.53888888888892,10.781226767830022,,-8.1,35.43333333333333,8.323677171589427
