"bundesland","Year","Month","Mean(tasmin_c)","Mean(tasmax_c)","Mean(ta_c)","Mean(pr_mm_month)","Sesson"
"Burgenland",2026,11,4.195550000000026,9.442250000000001,3.75463000000002,59.323127328000005,"Übergang"
"Burgenland",2026,12,-1.9192999999999643,2.5398500000000013,-1.1875699999999938,39.7948529664,"Winter_Haupt"
"Burgenland",2027,1,-4.156099999999981,1.8140200000000277,0.05883000000000038,7.53887748096,"Winter_Haupt"
"Burgenland",2027,2,2.4324000000000296,10.34277000000003,2.2608299999999986,11.74562436096,"Winter_Haupt"
"Burgenland",2027,3,2.620300000000043,11.497400000000027,0.39584000000002106,55.71783918719999,"Winter_Haupt"
"Burgenland",2027,4,7.801480000000026,17.927120000000002,5.088770000000011,38.165406336000004,"Übergang"
"Burgenland",2027,5,12.96795000000003,24.520140000000026,11.128960000000006,48.398607648,"Sommer_Neben"
"Burgenland",2027,6,13.744470000000035,24.779930000000036,9.306880000000035,33.000348672,"Sommer_Neben"
"Burgenland",2027,7,17.35680000000002,28.50436000000002,13.52030000000002,70.282515024,"Sommer_Haupt"
"Burgenland",2027,8,15.108330000000024,26.842030000000022,12.201099999999997,26.457018249599997,"Sommer_Haupt"
"Burgenland",2027,9,13.628000000000043,24.35558000000003,9.476600000000019,11.533021056,"Sommer_Neben"
"Burgenland",2027,10,8.433220000000006,17.518370000000004,6.073480000000018,53.389816761599995,"Übergang"
"Burgenland",2027,11,0.9682300000000055,4.837180000000046,0.5535500000000297,73.951968384,"Übergang"
"Burgenland",2027,12,-0.4283999999999537,2.981800000000021,-0.019929999999988013,37.9729436832,"Winter_Haupt"
"Burgenland",2028,1,-6.046879999999987,1.1161000000000172,-3.520240000000001,44.972133206399995,"Winter_Haupt"
"Burgenland",2028,2,-2.5592399999999884,3.425350000000037,-2.7571499999999673,68.4033285024,"Winter_Haupt"
"Burgenland",2028,3,0.9266600000000267,9.467460000000017,-1.1739599999999655,92.21516928,"Winter_Haupt"
"Burgenland",2028,4,6.343299999999999,15.810940000000016,4.801020000000051,76.306240512,"Übergang"
"Burgenland",2028,5,6.549950000000024,15.378170000000011,2.3423700000000167,34.057811232,"Sommer_Neben"
"Burgenland",2028,6,14.558300000000031,25.267570000000035,12.32614000000001,91.12321152000001,"Sommer_Neben"
"Burgenland",2028,7,19.023860000000013,31.066900000000032,16.58462000000003,24.381919814399996,"Sommer_Haupt"
"Burgenland",2028,8,17.051080000000013,27.966670000000022,13.76135000000005,62.707485571199996,"Sommer_Haupt"
"Burgenland",2028,9,11.900140000000022,20.028560000000027,8.43774000000002,84.744589824,"Sommer_Neben"
"Burgenland",2028,10,10.716150000000027,18.28307000000001,8.487880000000018,80.8842328992,"Übergang"
"Burgenland",2028,11,1.6926799999999957,7.336240000000032,-1.1544599999999718,90.36398879999999,"Übergang"
"Burgenland",2028,12,-4.904939999999954,0.7119000000000142,-3.20169999999996,73.271020176,"Winter_Haupt"
"Burgenland",2029,1,-5.6785299999999665,0.054349999999999454,-1.011699999999962,46.240018127999996,"Winter_Haupt"
"Burgenland",2029,2,-0.6256999999999948,7.31110000000001,0.024620000000027176,16.966089100799998,"Winter_Haupt"
"Burgenland",2029,3,1.4694499999999948,10.785200000000032,-1.2650999999999613,20.0541396672,"Winter_Haupt"
"Burgenland",2029,4,3.2029700000000503,11.584400000000016,-0.3715299999999502,98.63441279999999,"Übergang"
"Burgenland",2029,5,9.061460000000011,17.50723000000005,5.250570000000039,62.7818406336,"Sommer_Neben"
"Burgenland",2029,6,14.484370000000013,25.00753000000003,11.854180000000042,40.149864863999994,"Sommer_Neben"
"Burgenland",2029,7,17.000879999999995,27.23860000000002,13.475520000000017,64.966520448,"Sommer_Haupt"
"Burgenland",2029,8,15.699180000000013,26.352300000000014,11.415999999999997,30.8020392576,"Sommer_Haupt"
"Burgenland",2029,9,13.498160000000041,23.853480000000047,11.366330000000005,51.024098015999996,"Sommer_Neben"
"Burgenland",2029,10,7.518000000000029,14.271839999999997,4.4168300000000045,93.069458352,"Übergang"
"Burgenland",2029,11,6.2561300000000415,11.14706000000001,4.022800000000018,103.111050816,"Übergang"
"Burgenland",2029,12,0.7515200000000277,5.805100000000039,-0.13867999999996528,64.39156706880001,"Winter_Haupt"
"Burgenland",2030,1,-7.1562999999999874,-1.573699999999974,-3.5479199999999764,46.09597377600001,"Winter_Haupt"
"Burgenland",2030,2,-4.658729999999991,2.304200000000037,-3.6002599999999916,21.8788674048,"Winter_Haupt"
"Burgenland",2030,3,-0.24633999999997513,8.601530000000025,-0.03094999999996162,53.084709504,"Winter_Haupt"
"Burgenland",2030,4,6.86020000000002,17.621849999999995,5.339470000000006,33.656402016,"Übergang"
"Burgenland",2030,5,10.755359999999996,19.778650000000027,8.846249999999998,123.53321836799999,"Sommer_Neben"
"Burgenland",2030,6,14.5942,23.620600000000024,11.129330000000039,109.9562688,"Sommer_Neben"
"Burgenland",2030,7,13.437340000000006,21.94470000000001,9.922420000000045,99.8723024064,"Sommer_Haupt"
"Burgenland",2030,8,13.643520000000024,22.99752000000001,10.973320000000001,77.835094128,"Sommer_Haupt"
"Burgenland",2030,9,12.364800000000002,20.804930000000013,9.09402,43.118153279999994,"Sommer_Neben"
"Burgenland",2030,10,7.080650000000048,15.420130000000029,5.752650000000017,16.204221702719998,"Übergang"
"Burgenland",2030,11,0.6302699999999959,7.59384,-0.2891300000000001,20.678810112,"Übergang"
"Burgenland",2030,12,-0.03357999999997219,5.857420000000047,2.3950700000000325,33.547377830399995,"Winter_Haupt"
"Burgenland",2031,1,-0.5451699999999846,4.231230000000039,0.7214000000000169,29.3605458048,"Winter_Haupt"
"Burgenland",2031,2,1.234800000000007,8.026030000000048,-1.8718299999999886,20.607777388800002,"Winter_Haupt"
"Burgenland",2031,3,3.908650000000023,14.268460000000005,2.4712000000000103,18.504500457600003,"Winter_Haupt"
"Burgenland",2031,4,6.870570000000043,17.786980000000028,3.8590300000000184,34.212528576,"Übergang"
"Burgenland",2031,5,10.271400000000028,21.640600000000006,6.7777000000000385,41.1263418528,"Sommer_Neben"
"Burgenland",2031,6,14.086240000000032,24.942470000000014,9.89083000000005,60.447008159999996,"Sommer_Neben"
"Burgenland",2031,7,17.441700000000026,29.077500000000043,13.435140000000047,39.6566019936,"Sommer_Haupt"
"Burgenland",2031,8,16.078300000000013,28.146659999999997,13.08734000000004,47.643186355199994,"Sommer_Haupt"
"Burgenland",2031,9,13.123829999999998,22.90545000000003,8.69625000000002,17.1362156256,"Sommer_Neben"
"Burgenland",2031,10,5.619349999999997,12.896800000000042,4.144600000000025,76.7899851264,"Übergang"
"Burgenland",2031,11,2.7000400000000013,8.316300000000012,2.416500000000042,96.019950528,"Übergang"
"Burgenland",2031,12,0.10742000000004737,5.086150000000032,2.117999999999995,49.2391351008,"Winter_Haupt"
"Burgenland",2032,1,-2.6989999999999554,2.636130000000037,-3.0562999999999647,39.746357855999996,"Winter_Haupt"
"Burgenland",2032,2,1.6036300000000097,8.727530000000002,1.973540000000014,28.578610512,"Winter_Haupt"
"Burgenland",2032,3,4.5496800000000235,13.199580000000026,2.68652000000003,66.3759695232,"Winter_Haupt"
"Burgenland",2032,4,3.631500000000017,11.950300000000027,0.6798000000000002,97.872624,"Übergang"
"Burgenland",2032,5,9.486900000000048,19.178980000000024,7.002070000000003,112.92685346880002,"Sommer_Neben"
"Burgenland",2032,6,15.177639999999997,24.950800000000015,12.252769999999998,55.903924224,"Sommer_Neben"
"Burgenland",2032,7,14.243980000000022,23.500760000000014,10.617430000000013,69.1911768384,"Sommer_Haupt"
"Burgenland",2032,8,18.270100000000014,30.785180000000025,15.527340000000038,26.377700112000003,"Sommer_Haupt"
"Burgenland",2032,9,13.966940000000022,25.483330000000024,11.083950000000016,15.226325568,"Sommer_Neben"
"Burgenland",2032,10,9.378700000000038,18.602779999999996,7.701930000000004,30.795921792,"Übergang"
"Burgenland",2032,11,3.8200600000000122,8.229100000000017,-0.2734999999999559,106.65420076800001,"Übergang"
"Burgenland",2032,12,-0.7537599999999998,4.7645200000000045,-1.8783999999999992,44.5693018464,"Winter_Haupt"
"Burgenland",2033,1,-13.518159999999966,-6.271860000000004,-6.1351399999999785,50.938695071999994,"Winter_Haupt"
"Burgenland",2033,2,-4.344949999999983,1.299160000000029,-3.524659999999983,50.21709799679999,"Winter_Haupt"
"Burgenland",2033,3,1.5090000000000146,9.279020000000003,-1.018039999999985,54.1463844096,"Winter_Haupt"
"Burgenland",2033,4,8.17840000000001,17.777120000000025,6.278250000000014,57.226738464,"Übergang"
"Burgenland",2033,5,10.8159,21.939630000000022,8.843700000000013,38.740765968,"Sommer_Neben"
"Burgenland",2033,6,15.972920000000045,27.637140000000045,12.444100000000049,27.512011584,"Sommer_Neben"
"Burgenland",2033,7,17.29394000000002,28.553980000000024,13.447720000000004,52.66526938559999,"Sommer_Haupt"
"Burgenland",2033,8,16.33035000000001,28.254500000000007,12.693840000000023,29.895379430400002,"Sommer_Haupt"
"Burgenland",2033,9,15.784140000000036,28.158600000000035,13.975670000000036,26.294707296000002,"Sommer_Neben"
"Burgenland",2033,10,10.931880000000035,20.773400000000038,8.335050000000024,17.81926128,"Übergang"
"Burgenland",2033,11,1.4509800000000155,8.486080000000015,0.8165800000000445,48.55505472000001,"Übergang"
"Burgenland",2033,12,-2.8463199999999915,2.348600000000033,-4.338300000000004,63.532499731200005,"Winter_Haupt"
"Burgenland",2034,1,-1.0077999999999747,3.0522400000000403,-0.5482499999999959,24.2157117024,"Winter_Haupt"
"Burgenland",2034,2,-1.4664399999999773,6.510160000000042,-2.0845999999999663,13.509280431359999,"Winter_Haupt"
"Burgenland",2034,3,0.5521500000000401,8.178740000000005,-2.934879999999964,90.45081613439999,"Winter_Haupt"
"Burgenland",2034,4,6.424250000000029,16.310420000000022,3.2379999999999995,40.613851008,"Übergang"
"Burgenland",2034,5,13.933100000000024,25.071439999999996,10.916600000000017,34.424444016,"Sommer_Neben"
"Burgenland",2034,6,15.99490000000003,28.320280000000025,12.100369999999998,12.7323257184,"Sommer_Neben"
"Burgenland",2034,7,16.42742000000004,27.06292000000002,12.448820000000012,90.1173767616,"Sommer_Haupt"
"Burgenland",2034,8,19.196600000000046,30.291560000000004,14.983180000000004,20.5549817184,"Sommer_Haupt"
"Burgenland",2034,9,13.437340000000006,23.215720000000033,9.645600000000002,62.347094496,"Sommer_Neben"
"Burgenland",2034,10,7.016660000000002,13.092250000000035,2.713980000000049,42.554432592,"Übergang"
"Burgenland",2034,11,1.7889600000000314,8.320280000000025,0.8591200000000185,27.65056176,"Übergang"
"Burgenland",2034,12,-3.0697999999999865,1.8288500000000454,-2.0325699999999642,67.2792009984,"Winter_Haupt"
"Burgenland",2035,1,-3.0125999999999635,1.5511999999999944,-1.5909999999999513,21.6906353712,"Winter_Haupt"
"Burgenland",2035,2,-1.3075299999999856,7.94640000000004,0.8508500000000367,28.313524512,"Winter_Haupt"
"Burgenland",2035,3,2.905330000000049,10.992999999999995,-0.5159400000000005,21.8342980512,"Winter_Haupt"
"Burgenland",2035,4,5.837670000000003,15.468500000000006,2.7615600000000313,62.687797344,"Übergang"
"Burgenland",2035,5,9.06940000000003,19.27108000000004,5.71750000000003,46.9198737216,"Sommer_Neben"
"Burgenland",2035,6,17.095880000000022,28.65780000000001,13.39294000000001,41.032140192,"Sommer_Neben"
"Burgenland",2035,7,18.70712000000003,30.51690000000002,14.932980000000043,56.0154629952,"Sommer_Haupt"
"Burgenland",2035,8,15.533900000000017,25.668100000000038,12.148600000000044,73.43308748160001,"Sommer_Haupt"
"Burgenland",2035,9,11.797330000000045,21.78588000000002,7.988400000000013,67.338726624,"Sommer_Neben"
"Burgenland",2035,10,7.231400000000008,13.520170000000007,4.353600000000029,92.027440224,"Übergang"
"Burgenland",2035,11,3.3736800000000358,8.452539999999999,2.189480000000003,45.85796208,"Übergang"
"Burgenland",2035,12,-2.3451299999999833,2.616480000000024,-3.782299999999964,46.148925743999996,"Winter_Haupt"
"Burgenland",2036,1,-1.3263299999999845,3.6177000000000135,1.32256000000001,45.4289557536,"Winter_Haupt"
"Burgenland",2036,2,-0.5051599999999894,6.853600000000029,0.7753500000000031,9.322479682560001,"Winter_Haupt"
"Burgenland",2036,3,2.1917000000000257,10.066030000000012,-0.15277999999995018,75.7893134592,"Winter_Haupt"
"Burgenland",2036,4,8.173500000000047,18.85934000000003,6.6072300000000155,12.688516512,"Übergang"
"Burgenland",2036,5,9.921930000000032,20.826260000000048,6.899320000000046,82.14834931200001,"Sommer_Neben"
"Burgenland",2036,6,16.801000000000045,28.37283000000002,14.586270000000013,61.62069686400001,"Sommer_Neben"
"Burgenland",2036,7,13.92190000000005,23.226770000000045,9.71252000000004,85.61193566400001,"Sommer_Haupt"
"Burgenland",2036,8,14.849100000000021,25.310450000000003,10.602959999999996,39.1047578496,"Sommer_Haupt"
"Burgenland",2036,9,14.470730000000003,25.314720000000023,11.92760000000004,46.09170864,"Sommer_Neben"
"Burgenland",2036,10,9.886400000000037,21.122640000000047,9.759820000000047,5.3957551852800005,"Übergang"
"Burgenland",2036,11,2.7574000000000183,8.907070000000033,1.2256000000000427,74.091900096,"Übergang"
"Burgenland",2036,12,-10.246649999999988,-4.103639999999984,-5.010099999999966,37.7278995456,"Winter_Haupt"
"Burgenland",2037,1,-2.2712999999999965,2.1101000000000454,-2.2220800000000054,59.697625536000004,"Winter_Haupt"
"Burgenland",2037,2,-3.5832999999999515,3.341730000000041,-2.9891700000000014,53.491790016,"Winter_Haupt"
"Burgenland",2037,3,0.7343000000000188,9.49096000000003,-1.363869999999963,24.184561910400003,"Winter_Haupt"
"Burgenland",2037,4,4.05618000000004,14.57080000000002,1.2034000000000447,21.36236976,"Übergang"
"Burgenland",2037,5,9.666500000000042,19.129050000000007,5.350120000000004,46.751525568,"Sommer_Neben"
"Burgenland",2037,6,15.123680000000036,26.287770000000023,11.537440000000004,33.726588192,"Sommer_Neben"
"Burgenland",2037,7,17.55645000000004,28.880120000000034,14.186120000000017,123.404628384,"Sommer_Haupt"
"Burgenland",2037,8,15.288700000000006,26.267629999999997,12.098780000000033,13.894281423359999,"Sommer_Haupt"
"Burgenland",2037,9,13.60784000000001,24.400800000000004,9.84313000000003,8.702761824,"Sommer_Neben"
"Burgenland",2037,10,8.242060000000038,17.070580000000007,6.58743000000004,28.797201950399998,"Übergang"
"Burgenland",2037,11,3.5075600000000122,9.257200000000012,1.4124700000000416,77.71357728000001,"Übergang"
"Burgenland",2037,12,-2.3086299999999937,3.275570000000016,0.266050000000007,76.1210707968,"Winter_Haupt"
"Burgenland",2038,1,-0.9800999999999931,4.603360000000009,-0.464149999999961,43.56300553919999,"Winter_Haupt"
"Burgenland",2038,2,0.18890000000004648,9.209770000000049,-0.17703999999997677,24.2023384512,"Winter_Haupt"
"Burgenland",2038,3,0.13342000000000098,8.843260000000043,-3.3983199999999556,26.5606267968,"Winter_Haupt"
"Burgenland",2038,4,3.8471000000000117,14.220150000000046,1.5270300000000248,58.089861504,"Übergang"
"Burgenland",2038,5,11.222740000000044,21.809660000000008,8.403830000000028,54.2661865632,"Sommer_Neben"
"Burgenland",2038,6,14.873469999999998,25.283100000000047,11.288170000000036,74.332149984,"Sommer_Neben"
"Burgenland",2038,7,18.250820000000033,29.36486000000002,13.850580000000036,38.7098866944,"Sommer_Haupt"
"Burgenland",2038,8,19.33877000000001,31.679280000000006,16.034050000000036,24.484893580799998,"Sommer_Haupt"
"Burgenland",2038,9,13.325860000000034,24.76486,11.502620000000036,40.825498176,"Sommer_Neben"
"Burgenland",2038,10,7.818870000000004,14.51583000000005,5.974330000000009,69.7415344704,"Übergang"
"Burgenland",2038,11,1.916620000000023,7.265219999999999,1.20210000000003,33.55962192,"Übergang"
"Burgenland",2038,12,0.897199999999998,6.29400000000004,0.3095299999999952,61.6758810624,"Winter_Haupt"
"Burgenland",2039,1,-1.6206399999999803,3.726220000000012,0.2238399999999956,34.9668628704,"Winter_Haupt"
"Burgenland",2039,2,-2.4648799999999937,4.427000000000021,-4.84463999999997,18.858924403199996,"Winter_Haupt"
"Burgenland",2039,3,1.9766800000000444,10.78018000000003,-0.1513999999999669,31.636617984,"Winter_Haupt"
"Burgenland",2039,4,5.530700000000024,16.295500000000004,3.8011700000000133,72.45838540800001,"Übergang"
"Burgenland",2039,5,9.218000000000018,19.278500000000008,5.069940000000031,47.2517140896,"Sommer_Neben"
"Burgenland",2039,6,16.64013,28.574820000000045,13.600430000000017,31.027889808,"Sommer_Neben"
"Burgenland",2039,7,15.713700000000017,25.25057000000004,11.383939999999996,74.297101824,"Sommer_Haupt"
"Burgenland",2039,8,15.329769999999996,24.98693000000003,11.362240000000043,86.218687008,"Sommer_Haupt"
"Burgenland",2039,9,13.249050000000011,24.607200000000034,10.577050000000042,15.539929055999998,"Sommer_Neben"
"Burgenland",2039,10,6.667439999999999,15.059470000000033,2.5340000000000487,17.103946348799997,"Übergang"
"Burgenland",2039,11,3.214300000000037,8.118100000000027,1.1154999999999973,131.327290656,"Übergang"
"Burgenland",2039,12,-1.0850299999999606,3.3166700000000446,-1.7576999999999998,59.1227150112,"Winter_Haupt"
"Burgenland",2040,1,-8.25613999999996,-2.519959999999969,-2.665079999999989,29.6718455232,"Winter_Haupt"
"Burgenland",2040,2,1.3791400000000067,8.829520000000002,3.3170000000000073,27.017649273599996,"Winter_Haupt"
"Burgenland",2040,3,1.5970700000000306,9.249099999999999,-2.217139999999972,42.2467567488,"Winter_Haupt"
"Burgenland",2040,4,6.2634800000000155,16.573080000000004,4.107140000000015,49.20364051199999,"Übergang"
"Burgenland",2040,5,11.651120000000049,20.74944000000005,8.254240000000038,98.17353792,"Sommer_Neben"
"Burgenland",2040,6,14.87280000000004,25.08820000000003,11.74087000000003,85.17643776000001,"Sommer_Neben"
"Burgenland",2040,7,15.293000000000006,25.067560000000014,11.879330000000039,94.927745664,"Sommer_Haupt"
"Burgenland",2040,8,15.09408000000002,26.481740000000002,10.60390000000001,4.844292713280001,"Sommer_Haupt"
"Burgenland",2040,9,15.811730000000011,26.48290000000003,13.324850000000026,48.860063135999994,"Sommer_Neben"
"Burgenland",2040,10,9.11202000000003,16.96627000000001,6.660820000000001,60.456871584000005,"Übergang"
"Burgenland",2040,11,6.717579999999998,12.594660000000033,5.635130000000004,113.92550208,"Übergang"
"Burgenland",2040,12,-2.277749999999969,2.559320000000014,-2.1860399999999913,35.646804172799996,"Winter_Haupt"
"Burgenland",2041,1,-3.954049999999995,0.731740000000002,-4.910199999999975,43.0863414048,"Winter_Haupt"
"Burgenland",2041,2,-7.949739999999963,0.12229999999999563,-3.197879999999998,54.19987776,"Winter_Haupt"
"Burgenland",2041,3,-3.026559999999961,4.8062400000000025,-4.966469999999958,37.5141364416,"Winter_Haupt"
"Burgenland",2041,4,2.795530000000042,12.321560000000034,0.11340000000001282,64.200076416,"Übergang"
"Burgenland",2041,5,8.562700000000007,17.40984000000003,6.702940000000012,135.56236006080002,"Sommer_Neben"
"Burgenland",2041,6,12.171100000000024,21.166860000000042,8.67303000000004,87.246517824,"Sommer_Neben"
"Burgenland",2041,7,15.715480000000014,25.091880000000003,12.571370000000002,69.7113515808,"Sommer_Haupt"
"Burgenland",2041,8,16.780880000000025,26.414300000000026,13.142359999999996,67.2849408096,"Sommer_Haupt"
"Burgenland",2041,9,15.23275000000001,24.8313,11.586540000000014,6.4235698272,"Sommer_Neben"
"Burgenland",2041,10,10.283470000000023,19.361720000000048,9.277919999999995,50.179671331200005,"Übergang"
"Burgenland",2041,11,1.0798599999999965,5.9787000000000035,-0.6702300000000037,61.011418752,"Übergang"
"Burgenland",2041,12,-0.891399999999976,3.9000800000000027,1.647640000000024,16.7588211168,"Winter_Haupt"
"Burgenland",2042,1,-2.066229999999962,3.3782300000000305,-1.876299999999958,59.861275776,"Winter_Haupt"
"Burgenland",2042,2,-2.587799999999959,3.4757000000000176,-0.4662999999999897,74.85356551680002,"Winter_Haupt"
"Burgenland",2042,3,2.6394300000000044,9.855200000000025,0.14090000000004466,74.05137737279999,"Winter_Haupt"
"Burgenland",2042,4,6.6481600000000185,15.226620000000025,3.745900000000006,95.329268064,"Übergang"
"Burgenland",2042,5,8.38644000000005,17.587060000000008,5.4993200000000115,135.29776895999998,"Sommer_Neben"
"Burgenland",2042,6,13.029780000000017,21.877400000000023,10.274470000000008,93.18077999999998,"Sommer_Neben"
"Burgenland",2042,7,16.200680000000034,26.787900000000036,12.890620000000013,28.7695970208,"Sommer_Haupt"
"Burgenland",2042,8,16.951300000000003,29.12438000000003,14.367999999999995,25.7860576224,"Sommer_Haupt"
"Burgenland",2042,9,15.355580000000032,26.785600000000045,11.96374000000003,3.7965550176,"Sommer_Neben"
"Burgenland",2042,10,9.532340000000033,20.594700000000046,7.25463000000002,7.872692901120001,"Übergang"
"Burgenland",2042,11,5.351460000000031,11.473000000000013,2.8703200000000493,36.107910432000004,"Übergang"
"Burgenland",2042,12,-1.759649999999965,3.25,-2.9589299999999525,43.0438673376,"Winter_Haupt"
"Burgenland",2043,1,-0.9186799999999948,3.2626000000000204,-2.9143699999999626,22.4975502432,"Winter_Haupt"
"Burgenland",2043,2,1.4251600000000053,6.755400000000009,-1.1548999999999978,45.414432000000005,"Winter_Haupt"
"Burgenland",2043,3,3.882780000000025,12.055499999999995,2.1194399999999973,96.03922809600002,"Winter_Haupt"
"Burgenland",2043,4,5.532560000000046,15.030330000000049,3.5072300000000496,97.67651328000001,"Übergang"
"Burgenland",2043,5,9.564700000000016,18.417230000000018,6.000050000000044,69.0705363456,"Sommer_Neben"
"Burgenland",2043,6,11.70780000000002,21.55038000000002,7.437600000000032,52.418205216,"Sommer_Neben"
"Burgenland",2043,7,19.662770000000023,31.582820000000027,16.111199999999997,37.9396886688,"Sommer_Haupt"
"Burgenland",2043,8,15.354000000000042,26.53427000000005,12.255100000000027,46.4187852576,"Sommer_Haupt"
"Burgenland",2043,9,11.009670000000028,20.394560000000013,6.765830000000051,44.7590448,"Sommer_Neben"
"Burgenland",2043,10,5.9520500000000425,14.44064000000003,3.5860000000000127,75.657327264,"Übergang"
"Burgenland",2043,11,2.8895200000000045,8.868250000000046,0.45150000000001,67.35477888000001,"Übergang"
"Burgenland",2043,12,0.3809800000000223,5.010280000000023,0.6166000000000054,35.2486573344,"Winter_Haupt"
"Burgenland",2044,1,-2.910129999999981,2.736440000000016,-2.035829999999976,34.4642396832,"Winter_Haupt"
"Burgenland",2044,2,-5.501199999999983,2.201620000000048,-3.735879999999952,41.265949132799996,"Winter_Haupt"
"Burgenland",2044,3,0.18643000000002985,7.3827,-3.4377999999999815,62.2081755648,"Winter_Haupt"
"Burgenland",2044,4,2.6102500000000077,10.59695000000005,-0.24725999999998294,128.37595392,"Übergang"
"Burgenland",2044,5,9.594100000000026,18.364400000000046,7.1399000000000115,129.4227681984,"Sommer_Neben"
"Burgenland",2044,6,11.843160000000012,20.967070000000035,8.606840000000034,55.904113439999996,"Sommer_Neben"
"Burgenland",2044,7,17.14166,26.38930000000005,14.128900000000044,107.4666002688,"Sommer_Haupt"
"Burgenland",2044,8,15.49633,25.327300000000037,14.171870000000013,103.0579940448,"Sommer_Haupt"
"Burgenland",2044,9,13.06570000000005,23.540220000000033,10.99550000000005,15.920921174399998,"Sommer_Neben"
"Burgenland",2044,10,8.711150000000032,15.333370000000002,7.555170000000032,102.79590992639999,"Übergang"
"Burgenland",2044,11,3.735929999999996,7.732600000000048,2.1432400000000484,81.67775097599998,"Übergang"
"Burgenland",2044,12,3.6870400000000245,9.056120000000021,2.607400000000041,71.2508878656,"Winter_Haupt"
"Burgenland",2045,1,1.0511999999999944,8.881560000000036,3.2002500000000396,10.638966384000001,"Winter_Haupt"
"Burgenland",2045,2,2.97950000000003,10.385829999999999,0.9034000000000333,23.1664793472,"Winter_Haupt"
"Burgenland",2045,3,2.1686000000000263,10.301170000000013,-0.23654999999996562,53.13971848320001,"Winter_Haupt"
"Burgenland",2045,4,6.680350000000033,16.07116000000002,4.375480000000039,47.98612368,"Übergang"
"Burgenland",2045,5,12.03552000000002,22.583200000000033,9.581600000000037,36.38186159039999,"Sommer_Neben"
"Burgenland",2045,6,15.063320000000033,24.36447000000004,11.76006000000001,118.04678985599999,"Sommer_Neben"
"Burgenland",2045,7,15.718700000000013,25.325680000000034,11.924740000000043,85.7088187488,"Sommer_Haupt"
"Burgenland",2045,8,16.78454000000005,27.715750000000014,13.459100000000035,126.71787346560001,"Sommer_Haupt"
"Burgenland",2045,9,14.132200000000012,22.986000000000047,10.65276,30.238142399999997,"Sommer_Neben"
"Burgenland",2045,10,8.657100000000014,18.22150000000005,8.692830000000015,10.98366735744,"Übergang"
"Burgenland",2045,11,1.7540200000000254,6.3118500000000495,-1.964999999999975,76.007349216,"Übergang"
"Burgenland",2045,12,0.33016000000003487,4.20684,0.016960000000040054,68.83352740800001,"Winter_Haupt"
"Burgenland",2046,1,-1.8205600000000004,3.7264000000000124,-0.7262299999999868,64.5567091776,"Winter_Haupt"
"Burgenland",2046,2,-4.663179999999954,0.6811200000000213,-1.1327999999999747,49.837743244799995,"Winter_Haupt"
"Burgenland",2046,3,3.284050000000036,12.260700000000043,2.778099999999995,48.999560256,"Winter_Haupt"
