"SA_Bundesland(AT)","SA_Datum","Sum(SA_Nächtigungen)","Month","Year","Sesson"
"Oberösterreich","2020-04-01",38204,4,2020,"Übergang"
"Oberösterreich","2020-05-01",110689,5,2020,"Sommer_Neben"
"Oberösterreich","2020-06-01",494780,6,2020,"Sommer_Neben"
"Oberösterreich","2020-07-01",966543,7,2020,"Sommer_Haupt"
"Oberösterreich","2020-08-01",1089764,8,2020,"Sommer_Haupt"
"Oberösterreich","2020-09-01",681937,9,2020,"Sommer_Neben"
"Oberösterreich","2020-10-01",436717,10,2020,"Übergang"
"Oberösterreich","2020-11-01",150968,11,2020,"Übergang"
"Oberösterreich","2020-12-01",104558,12,2020,"Winter_Haupt"
"Oberösterreich","2021-01-01",114405,1,2021,"Winter_Haupt"
"Oberösterreich","2021-02-01",134397,2,2021,"Winter_Haupt"
"Oberösterreich","2021-03-01",168743,3,2021,"Winter_Haupt"
"Oberösterreich","2021-04-01",168442,4,2021,"Übergang"
"Oberösterreich","2021-05-01",318804,5,2021,"Sommer_Neben"
"Oberösterreich","2021-06-01",629529,6,2021,"Sommer_Neben"
"Oberösterreich","2021-07-01",1025709,7,2021,"Sommer_Haupt"
"Oberösterreich","2021-08-01",1174394,8,2021,"Sommer_Haupt"
"Oberösterreich","2021-09-01",800285,9,2021,"Sommer_Neben"
"Oberösterreich","2021-10-01",634629,10,2021,"Übergang"
"Oberösterreich","2021-11-01",320513,11,2021,"Übergang"
"Oberösterreich","2021-12-01",226527,12,2021,"Winter_Haupt"
"Oberösterreich","2022-01-01",325169,1,2022,"Winter_Haupt"
"Oberösterreich","2022-02-01",403875,2,2022,"Winter_Haupt"
"Oberösterreich","2022-03-01",466090,3,2022,"Winter_Haupt"
"Oberösterreich","2022-04-01",514643,4,2022,"Übergang"
"Oberösterreich","2022-05-01",663044,5,2022,"Sommer_Neben"
"Oberösterreich","2022-06-01",843356,6,2022,"Sommer_Neben"
"Oberösterreich","2022-07-01",1154099,7,2022,"Sommer_Haupt"
"Oberösterreich","2022-08-01",1216219,8,2022,"Sommer_Haupt"
"Oberösterreich","2022-09-01",793959,9,2022,"Sommer_Neben"
"Oberösterreich","2022-10-01",640281,10,2022,"Übergang"
"Oberösterreich","2022-11-01",464765,11,2022,"Übergang"
"Oberösterreich","2022-12-01",478723,12,2022,"Winter_Haupt"
"Oberösterreich","2023-01-01",487943,1,2023,"Winter_Haupt"
"Oberösterreich","2023-02-01",545982,2,2023,"Winter_Haupt"
"Oberösterreich","2023-03-01",525534,3,2023,"Winter_Haupt"
"Oberösterreich","2023-04-01",569469,4,2023,"Übergang"
"Oberösterreich","2023-05-01",726078,5,2023,"Sommer_Neben"
"Oberösterreich","2023-06-01",892257,6,2023,"Sommer_Neben"
"Oberösterreich","2023-07-01",1216664,7,2023,"Sommer_Haupt"
"Oberösterreich","2023-08-01",1227388,8,2023,"Sommer_Haupt"
"Oberösterreich","2023-09-01",848746,9,2023,"Sommer_Neben"
"Oberösterreich","2023-10-01",665591,10,2023,"Übergang"
"Oberösterreich","2023-11-01",486196,11,2023,"Übergang"
"Oberösterreich","2023-12-01",497553,12,2023,"Winter_Haupt"
"Oberösterreich","2024-01-01",510506,1,2024,"Winter_Haupt"
"Oberösterreich","2024-02-01",581154,2,2024,"Winter_Haupt"
"Oberösterreich","2024-03-01",575025,3,2024,"Winter_Haupt"
"Oberösterreich","2024-04-01",553389,4,2024,"Übergang"
"Oberösterreich","2024-05-01",786742,5,2024,"Sommer_Neben"
"Oberösterreich","2024-06-01",904112,6,2024,"Sommer_Neben"
"Oberösterreich","2024-07-01",1205901,7,2024,"Sommer_Haupt"
"Oberösterreich","2024-08-01",1264889,8,2024,"Sommer_Haupt"
"Oberösterreich","2024-09-01",790107,9,2024,"Sommer_Neben"
"Oberösterreich","2024-10-01",698104,10,2024,"Übergang"
"Oberösterreich","2024-11-01",493078,11,2024,"Übergang"
"Oberösterreich","2024-12-01",522608,12,2024,"Winter_Haupt"
"Salzburg","1974-01-01",1319189,1,1974,"Winter_Haupt"
"Salzburg","1974-02-01",1372134,2,1974,"Winter_Haupt"
"Salzburg","1974-03-01",1375075,3,1974,"Winter_Haupt"
"Salzburg","1974-04-01",964088,4,1974,"Übergang"
"Salzburg","1974-05-01",724917,5,1974,"Sommer_Neben"
"Salzburg","1974-06-01",1574892,6,1974,"Sommer_Neben"
"Salzburg","1974-07-01",3487858,7,1974,"Sommer_Haupt"
"Salzburg","1974-08-01",4256442,8,1974,"Sommer_Haupt"
"Salzburg","1974-09-01",1663308,9,1974,"Sommer_Neben"
"Salzburg","1974-10-01",417604,10,1974,"Übergang"
"Salzburg","1974-11-01",171298,11,1974,"Übergang"
"Salzburg","1974-12-01",1132499,12,1974,"Winter_Haupt"
"Salzburg","1975-01-01",1518238,1,1975,"Winter_Haupt"
"Salzburg","1975-02-01",1651074,2,1975,"Winter_Haupt"
"Salzburg","1975-03-01",1970387,3,1975,"Winter_Haupt"
"Salzburg","1975-04-01",625581,4,1975,"Übergang"
"Salzburg","1975-05-01",825441,5,1975,"Sommer_Neben"
"Salzburg","1975-06-01",1538149,6,1975,"Sommer_Neben"
"Salzburg","1975-07-01",3968415,7,1975,"Sommer_Haupt"
"Salzburg","1975-08-01",3899231,8,1975,"Sommer_Haupt"
"Salzburg","1975-09-01",1529271,9,1975,"Sommer_Neben"
"Salzburg","1975-10-01",424408,10,1975,"Übergang"
"Salzburg","1975-11-01",170246,11,1975,"Übergang"
"Salzburg","1975-12-01",1251192,12,1975,"Winter_Haupt"
"Salzburg","1976-01-01",1657690,1,1976,"Winter_Haupt"
"Salzburg","1976-02-01",1732119,2,1976,"Winter_Haupt"
"Salzburg","1976-03-01",1477273,3,1976,"Winter_Haupt"
"Salzburg","1976-04-01",1030904,4,1976,"Übergang"
"Salzburg","1976-05-01",708902,5,1976,"Sommer_Neben"
"Salzburg","1976-06-01",1616812,6,1976,"Sommer_Neben"
"Salzburg","1976-07-01",3950798,7,1976,"Sommer_Haupt"
"Salzburg","1976-08-01",3836189,8,1976,"Sommer_Haupt"
"Salzburg","1976-09-01",1595133,9,1976,"Sommer_Neben"
"Salzburg","1976-10-01",446793,10,1976,"Übergang"
"Salzburg","1976-11-01",173312,11,1976,"Übergang"
"Salzburg","1976-12-01",1150068,12,1976,"Winter_Haupt"
"Salzburg","1977-01-01",1809190,1,1977,"Winter_Haupt"
"Salzburg","1977-02-01",1944741,2,1977,"Winter_Haupt"
"Salzburg","1977-03-01",1630070,3,1977,"Winter_Haupt"
"Salzburg","1977-04-01",1041604,4,1977,"Übergang"
"Salzburg","1977-05-01",807248,5,1977,"Sommer_Neben"
"Salzburg","1977-06-01",1711763,6,1977,"Sommer_Neben"
"Salzburg","1977-07-01",3788491,7,1977,"Sommer_Haupt"
"Salzburg","1977-08-01",3688909,8,1977,"Sommer_Haupt"
"Salzburg","1977-09-01",1464335,9,1977,"Sommer_Neben"
"Salzburg","1977-10-01",473774,10,1977,"Übergang"
"Salzburg","1977-11-01",184285,11,1977,"Übergang"
"Salzburg","1977-12-01",1262951,12,1977,"Winter_Haupt"
"Salzburg","1978-01-01",2046586,1,1978,"Winter_Haupt"
"Salzburg","1978-02-01",2086173,2,1978,"Winter_Haupt"
"Salzburg","1978-03-01",2377787,3,1978,"Winter_Haupt"
"Salzburg","1978-04-01",560161,4,1978,"Übergang"
"Salzburg","1978-05-01",894319,5,1978,"Sommer_Neben"
"Salzburg","1978-06-01",1498082,6,1978,"Sommer_Neben"
"Salzburg","1978-07-01",3661702,7,1978,"Sommer_Haupt"
"Salzburg","1978-08-01",3787337,8,1978,"Sommer_Haupt"
"Salzburg","1978-09-01",1435645,9,1978,"Sommer_Neben"
"Salzburg","1978-10-01",449093,10,1978,"Übergang"
"Salzburg","1978-11-01",184802,11,1978,"Übergang"
"Salzburg","1978-12-01",1341317,12,1978,"Winter_Haupt"
"Salzburg","1979-01-01",2142163,1,1979,"Winter_Haupt"
"Salzburg","1979-02-01",2129821,2,1979,"Winter_Haupt"
"Salzburg","1979-03-01",1566216,3,1979,"Winter_Haupt"
"Salzburg","1979-04-01",1135771,4,1979,"Übergang"
"Salzburg","1979-05-01",778257,5,1979,"Sommer_Neben"
"Salzburg","1979-06-01",1721421,6,1979,"Sommer_Neben"
"Salzburg","1979-07-01",3713686,7,1979,"Sommer_Haupt"
"Salzburg","1979-08-01",3815951,8,1979,"Sommer_Haupt"
"Salzburg","1979-09-01",1537277,9,1979,"Sommer_Neben"
"Salzburg","1979-10-01",521271,10,1979,"Übergang"
"Salzburg","1979-11-01",229206,11,1979,"Übergang"
"Salzburg","1979-12-01",1354407,12,1979,"Winter_Haupt"
"Salzburg","1980-01-01",2106351,1,1980,"Winter_Haupt"
"Salzburg","1980-02-01",2389201,2,1980,"Winter_Haupt"
"Salzburg","1980-03-01",1874014,3,1980,"Winter_Haupt"
"Salzburg","1980-04-01",1220275,4,1980,"Übergang"
"Salzburg","1980-05-01",923903,5,1980,"Sommer_Neben"
"Salzburg","1980-06-01",1823735,6,1980,"Sommer_Neben"
"Salzburg","1980-07-01",3672417,7,1980,"Sommer_Haupt"
"Salzburg","1980-08-01",3848386,8,1980,"Sommer_Haupt"
"Salzburg","1980-09-01",1698850,9,1980,"Sommer_Neben"
"Salzburg","1980-10-01",548248,10,1980,"Übergang"
"Salzburg","1980-11-01",222351,11,1980,"Übergang"
"Salzburg","1980-12-01",1541381,12,1980,"Winter_Haupt"
"Salzburg","1981-01-01",2422098,1,1981,"Winter_Haupt"
"Salzburg","1981-02-01",2450000,2,1981,"Winter_Haupt"
"Salzburg","1981-03-01",2139885,3,1981,"Winter_Haupt"
"Salzburg","1981-04-01",1297652,4,1981,"Übergang"
"Salzburg","1981-05-01",860655,5,1981,"Sommer_Neben"
"Salzburg","1981-06-01",1746760,6,1981,"Sommer_Neben"
"Salzburg","1981-07-01",3447537,7,1981,"Sommer_Haupt"
"Salzburg","1981-08-01",4046993,8,1981,"Sommer_Haupt"
"Salzburg","1981-09-01",1767719,9,1981,"Sommer_Neben"
"Salzburg","1981-10-01",566957,10,1981,"Übergang"
"Salzburg","1981-11-01",223512,11,1981,"Übergang"
"Salzburg","1981-12-01",1528879,12,1981,"Winter_Haupt"
"Salzburg","1982-01-01",2573969,1,1982,"Winter_Haupt"
"Salzburg","1982-02-01",2776280,2,1982,"Winter_Haupt"
"Salzburg","1982-03-01",2071446,3,1982,"Winter_Haupt"
"Salzburg","1982-04-01",1256371,4,1982,"Übergang"
"Salzburg","1982-05-01",871658,5,1982,"Sommer_Neben"
"Salzburg","1982-06-01",1632726,6,1982,"Sommer_Neben"
"Salzburg","1982-07-01",3255110,7,1982,"Sommer_Haupt"
"Salzburg","1982-08-01",3620798,8,1982,"Sommer_Haupt"
"Salzburg","1982-09-01",1746579,9,1982,"Sommer_Neben"
"Salzburg","1982-10-01",547137,10,1982,"Übergang"
"Salzburg","1982-11-01",210328,11,1982,"Übergang"
"Salzburg","1982-12-01",1283247,12,1982,"Winter_Haupt"
"Salzburg","1983-01-01",2379023,1,1983,"Winter_Haupt"
"Salzburg","1983-02-01",2863169,2,1983,"Winter_Haupt"
"Salzburg","1983-03-01",2481414,3,1983,"Winter_Haupt"
"Salzburg","1983-04-01",962628,4,1983,"Übergang"
"Salzburg","1983-05-01",890945,5,1983,"Sommer_Neben"
"Salzburg","1983-06-01",1588228,6,1983,"Sommer_Neben"
"Salzburg","1983-07-01",3195456,7,1983,"Sommer_Haupt"
"Salzburg","1983-08-01",3327465,8,1983,"Sommer_Haupt"
"Salzburg","1983-09-01",1649152,9,1983,"Sommer_Neben"
"Salzburg","1983-10-01",554941,10,1983,"Übergang"
"Salzburg","1983-11-01",212269,11,1983,"Übergang"
"Salzburg","1983-12-01",1362792,12,1983,"Winter_Haupt"
"Salzburg","1984-01-01",2486887,1,1984,"Winter_Haupt"
"Salzburg","1984-02-01",2925695,2,1984,"Winter_Haupt"
"Salzburg","1984-03-01",2371247,3,1984,"Winter_Haupt"
"Salzburg","1984-04-01",1021660,4,1984,"Übergang"
"Salzburg","1984-05-01",772493,5,1984,"Sommer_Neben"
"Salzburg","1984-06-01",1585065,6,1984,"Sommer_Neben"
"Salzburg","1984-07-01",3010744,7,1984,"Sommer_Haupt"
"Salzburg","1984-08-01",3295232,8,1984,"Sommer_Haupt"
"Salzburg","1984-09-01",1611109,9,1984,"Sommer_Neben"
"Salzburg","1984-10-01",528521,10,1984,"Übergang"
"Salzburg","1984-11-01",229849,11,1984,"Übergang"
"Salzburg","1984-12-01",1386818,12,1984,"Winter_Haupt"
"Salzburg","1985-01-01",2365303,1,1985,"Winter_Haupt"
"Salzburg","1985-02-01",2974393,2,1985,"Winter_Haupt"
"Salzburg","1985-03-01",2374625,3,1985,"Winter_Haupt"
"Salzburg","1985-04-01",1041993,4,1985,"Übergang"
"Salzburg","1985-05-01",834268,5,1985,"Sommer_Neben"
"Salzburg","1985-06-01",1506470,6,1985,"Sommer_Neben"
"Salzburg","1985-07-01",2817524,7,1985,"Sommer_Haupt"
"Salzburg","1985-08-01",3059220,8,1985,"Sommer_Haupt"
"Salzburg","1985-09-01",1546794,9,1985,"Sommer_Neben"
"Salzburg","1985-10-01",569768,10,1985,"Übergang"
"Salzburg","1985-11-01",240326,11,1985,"Übergang"
"Salzburg","1985-12-01",1305483,12,1985,"Winter_Haupt"
"Salzburg","1986-01-01",2342719,1,1986,"Winter_Haupt"
"Salzburg","1986-02-01",3083324,2,1986,"Winter_Haupt"
"Salzburg","1986-03-01",2969768,3,1986,"Winter_Haupt"
"Salzburg","1986-04-01",815172,4,1986,"Übergang"
"Salzburg","1986-05-01",835982,5,1986,"Sommer_Neben"
"Salzburg","1986-06-01",1294853,6,1986,"Sommer_Neben"
"Salzburg","1986-07-01",2788099,7,1986,"Sommer_Haupt"
"Salzburg","1986-08-01",3114935,8,1986,"Sommer_Haupt"
"Salzburg","1986-09-01",1611604,9,1986,"Sommer_Neben"
"Salzburg","1986-10-01",575522,10,1986,"Übergang"
"Salzburg","1986-11-01",231785,11,1986,"Übergang"
"Salzburg","1986-12-01",1421809,12,1986,"Winter_Haupt"
"Salzburg","1987-01-01",2464930,1,1987,"Winter_Haupt"
"Salzburg","1987-02-01",3024367,2,1987,"Winter_Haupt"
"Salzburg","1987-03-01",2606283,3,1987,"Winter_Haupt"
"Salzburg","1987-04-01",1166551,4,1987,"Übergang"
"Salzburg","1987-05-01",727204,5,1987,"Sommer_Neben"
"Salzburg","1987-06-01",1437780,6,1987,"Sommer_Neben"
"Salzburg","1987-07-01",2745041,7,1987,"Sommer_Haupt"
"Salzburg","1987-08-01",2907196,8,1987,"Sommer_Haupt"
"Salzburg","1987-09-01",1557799,9,1987,"Sommer_Neben"
"Salzburg","1987-10-01",615734,10,1987,"Übergang"
"Salzburg","1987-11-01",238545,11,1987,"Übergang"
"Salzburg","1987-12-01",1349790,12,1987,"Winter_Haupt"
"Salzburg","1988-01-01",2298512,1,1988,"Winter_Haupt"
"Salzburg","1988-02-01",3208080,2,1988,"Winter_Haupt"
"Salzburg","1988-03-01",2924745,3,1988,"Winter_Haupt"
"Salzburg","1988-04-01",1100140,4,1988,"Übergang"
"Salzburg","1988-05-01",767663,5,1988,"Sommer_Neben"
"Salzburg","1988-06-01",1328360,6,1988,"Sommer_Neben"
"Salzburg","1988-07-01",2825147,7,1988,"Sommer_Haupt"
"Salzburg","1988-08-01",3028958,8,1988,"Sommer_Haupt"
"Salzburg","1988-09-01",1567932,9,1988,"Sommer_Neben"
"Salzburg","1988-10-01",654041,10,1988,"Übergang"
"Salzburg","1988-11-01",255239,11,1988,"Übergang"
"Salzburg","1988-12-01",1203858,12,1988,"Winter_Haupt"
"Salzburg","1989-01-01",2543207,1,1989,"Winter_Haupt"
"Salzburg","1989-02-01",3478923,2,1989,"Winter_Haupt"
"Salzburg","1989-03-01",3695023,3,1989,"Winter_Haupt"
"Salzburg","1989-04-01",757492,4,1989,"Übergang"
"Salzburg","1989-05-01",894292,5,1989,"Sommer_Neben"
"Salzburg","1989-06-01",1366080,6,1989,"Sommer_Neben"
"Salzburg","1989-07-01",2947539,7,1989,"Sommer_Haupt"
"Salzburg","1989-08-01",3190032,8,1989,"Sommer_Haupt"
"Salzburg","1989-09-01",1692748,9,1989,"Sommer_Neben"
"Salzburg","1989-10-01",657912,10,1989,"Übergang"
"Salzburg","1989-11-01",275497,11,1989,"Übergang"
"Salzburg","1989-12-01",1356714,12,1989,"Winter_Haupt"
"Salzburg","1990-01-01",2447911,1,1990,"Winter_Haupt"
"Salzburg","1990-02-01",3092250,2,1990,"Winter_Haupt"
"Salzburg","1990-03-01",2705730,3,1990,"Winter_Haupt"
"Salzburg","1990-04-01",1220666,4,1990,"Übergang"
"Salzburg","1990-05-01",865167,5,1990,"Sommer_Neben"
"Salzburg","1990-06-01",1583094,6,1990,"Sommer_Neben"
"Salzburg","1990-07-01",2955518,7,1990,"Sommer_Haupt"
"Salzburg","1990-08-01",3372871,8,1990,"Sommer_Haupt"
"Salzburg","1990-09-01",1856106,9,1990,"Sommer_Neben"
"Salzburg","1990-10-01",792001,10,1990,"Übergang"
"Salzburg","1990-11-01",304280,11,1990,"Übergang"
"Salzburg","1990-12-01",1522457,12,1990,"Winter_Haupt"
"Salzburg","1991-01-01",2535286,1,1991,"Winter_Haupt"
"Salzburg","1991-02-01",3523003,2,1991,"Winter_Haupt"
"Salzburg","1991-03-01",2933492,3,1991,"Winter_Haupt"
"Salzburg","1991-04-01",907450,4,1991,"Übergang"
"Salzburg","1991-05-01",1080486,5,1991,"Sommer_Neben"
"Salzburg","1991-06-01",1596305,6,1991,"Sommer_Neben"
"Salzburg","1991-07-01",3341723,7,1991,"Sommer_Haupt"
"Salzburg","1991-08-01",3765048,8,1991,"Sommer_Haupt"
"Salzburg","1991-09-01",1959937,9,1991,"Sommer_Neben"
"Salzburg","1991-10-01",846830,10,1991,"Übergang"
"Salzburg","1991-11-01",341880,11,1991,"Übergang"
"Salzburg","1991-12-01",1662111,12,1991,"Winter_Haupt"
"Salzburg","1992-01-01",2740009,1,1992,"Winter_Haupt"
"Salzburg","1992-02-01",3473950,2,1992,"Winter_Haupt"
"Salzburg","1992-03-01",2739576,3,1992,"Winter_Haupt"
"Salzburg","1992-04-01",1174282,4,1992,"Übergang"
"Salzburg","1992-05-01",969091,5,1992,"Sommer_Neben"
"Salzburg","1992-06-01",1769447,6,1992,"Sommer_Neben"
"Salzburg","1992-07-01",3398429,7,1992,"Sommer_Haupt"
"Salzburg","1992-08-01",3822207,8,1992,"Sommer_Haupt"
"Salzburg","1992-09-01",1991475,9,1992,"Sommer_Neben"
"Salzburg","1992-10-01",795087,10,1992,"Übergang"
"Salzburg","1992-11-01",307993,11,1992,"Übergang"
"Salzburg","1992-12-01",1753927,12,1992,"Winter_Haupt"
"Salzburg","1993-01-01",3146230,1,1993,"Winter_Haupt"
"Salzburg","1993-02-01",3657581,2,1993,"Winter_Haupt"
"Salzburg","1993-03-01",2707887,3,1993,"Winter_Haupt"
"Salzburg","1993-04-01",1239789,4,1993,"Übergang"
"Salzburg","1993-05-01",1008211,5,1993,"Sommer_Neben"
"Salzburg","1993-06-01",1688210,6,1993,"Sommer_Neben"
"Salzburg","1993-07-01",3212456,7,1993,"Sommer_Haupt"
"Salzburg","1993-08-01",3714890,8,1993,"Sommer_Haupt"
"Salzburg","1993-09-01",1806521,9,1993,"Sommer_Neben"
"Salzburg","1993-10-01",732605,10,1993,"Übergang"
"Salzburg","1993-11-01",315072,11,1993,"Übergang"
"Salzburg","1993-12-01",1595371,12,1993,"Winter_Haupt"
"Salzburg","1994-01-01",3152628,1,1994,"Winter_Haupt"
"Salzburg","1994-02-01",3569858,2,1994,"Winter_Haupt"
"Salzburg","1994-03-01",2876016,3,1994,"Winter_Haupt"
"Salzburg","1994-04-01",896851,4,1994,"Übergang"
"Salzburg","1994-05-01",1050916,5,1994,"Sommer_Neben"
"Salzburg","1994-06-01",1562792,6,1994,"Sommer_Neben"
"Salzburg","1994-07-01",3117784,7,1994,"Sommer_Haupt"
"Salzburg","1994-08-01",3242220,8,1994,"Sommer_Haupt"
"Salzburg","1994-09-01",1679281,9,1994,"Sommer_Neben"
"Salzburg","1994-10-01",681151,10,1994,"Übergang"
"Salzburg","1994-11-01",316219,11,1994,"Übergang"
"Salzburg","1994-12-01",1525228,12,1994,"Winter_Haupt"
"Salzburg","1995-01-01",3051822,1,1995,"Winter_Haupt"
"Salzburg","1995-02-01",3523185,2,1995,"Winter_Haupt"
"Salzburg","1995-03-01",2357019,3,1995,"Winter_Haupt"
"Salzburg","1995-04-01",1097997,4,1995,"Übergang"
"Salzburg","1995-05-01",885090,5,1995,"Sommer_Neben"
"Salzburg","1995-06-01",1539007,6,1995,"Sommer_Neben"
"Salzburg","1995-07-01",2896242,7,1995,"Sommer_Haupt"
"Salzburg","1995-08-01",2942359,8,1995,"Sommer_Haupt"
"Salzburg","1995-09-01",1524230,9,1995,"Sommer_Neben"
"Salzburg","1995-10-01",700370,10,1995,"Übergang"
"Salzburg","1995-11-01",285128,11,1995,"Übergang"
"Salzburg","1995-12-01",1574072,12,1995,"Winter_Haupt"
"Salzburg","1996-01-01",2805623,1,1996,"Winter_Haupt"
"Salzburg","1996-02-01",3440543,2,1996,"Winter_Haupt"
"Salzburg","1996-03-01",2514826,3,1996,"Winter_Haupt"
"Salzburg","1996-04-01",975596,4,1996,"Übergang"
"Salzburg","1996-05-01",862190,5,1996,"Sommer_Neben"
"Salzburg","1996-06-01",1370064,6,1996,"Sommer_Neben"
"Salzburg","1996-07-01",2717265,7,1996,"Sommer_Haupt"
"Salzburg","1996-08-01",2727600,8,1996,"Sommer_Haupt"
"Salzburg","1996-09-01",1357523,9,1996,"Sommer_Neben"
"Salzburg","1996-10-01",680230,10,1996,"Übergang"
"Salzburg","1996-11-01",290199,11,1996,"Übergang"
"Salzburg","1996-12-01",1689140,12,1996,"Winter_Haupt"
"Salzburg","1997-01-01",2537006,1,1997,"Winter_Haupt"
"Salzburg","1997-02-01",3048360,2,1997,"Winter_Haupt"
"Salzburg","1997-03-01",2563281,3,1997,"Winter_Haupt"
"Salzburg","1997-04-01",693303,4,1997,"Übergang"
"Salzburg","1997-05-01",874873,5,1997,"Sommer_Neben"
"Salzburg","1997-06-01",1215035,6,1997,"Sommer_Neben"
"Salzburg","1997-07-01",2293199,7,1997,"Sommer_Haupt"
"Salzburg","1997-08-01",2853615,8,1997,"Sommer_Haupt"
"Salzburg","1997-09-01",1349976,9,1997,"Sommer_Neben"
"Salzburg","1997-10-01",715287,10,1997,"Übergang"
"Salzburg","1997-11-01",279652,11,1997,"Übergang"
"Salzburg","1997-12-01",1700297,12,1997,"Winter_Haupt"
"Salzburg","1998-01-01",2450606,1,1998,"Winter_Haupt"
"Salzburg","1998-02-01",3130870,2,1998,"Winter_Haupt"
"Salzburg","1998-03-01",2047988,3,1998,"Winter_Haupt"
"Salzburg","1998-04-01",1128977,4,1998,"Übergang"
"Salzburg","1998-05-01",813442,5,1998,"Sommer_Neben"
"Salzburg","1998-06-01",1283063,6,1998,"Sommer_Neben"
"Salzburg","1998-07-01",2214373,7,1998,"Sommer_Haupt"
"Salzburg","1998-08-01",3021346,8,1998,"Sommer_Haupt"
"Salzburg","1998-09-01",1434503,9,1998,"Sommer_Neben"
"Salzburg","1998-10-01",677636,10,1998,"Übergang"
"Salzburg","1998-11-01",293576,11,1998,"Übergang"
"Salzburg","1998-12-01",1759276,12,1998,"Winter_Haupt"
"Salzburg","1999-01-01",2850327,1,1999,"Winter_Haupt"
"Salzburg","1999-02-01",3304630,2,1999,"Winter_Haupt"
"Salzburg","1999-03-01",2413591,3,1999,"Winter_Haupt"
"Salzburg","1999-04-01",1028441,4,1999,"Übergang"
"Salzburg","1999-05-01",837180,5,1999,"Sommer_Neben"
"Salzburg","1999-06-01",1302429,6,1999,"Sommer_Neben"
"Salzburg","1999-07-01",2356275,7,1999,"Sommer_Haupt"
"Salzburg","1999-08-01",2982234,8,1999,"Sommer_Haupt"
"Salzburg","1999-09-01",1413311,9,1999,"Sommer_Neben"
"Salzburg","1999-10-01",680707,10,1999,"Übergang"
"Salzburg","1999-11-01",307098,11,1999,"Übergang"
"Salzburg","1999-12-01",1589271,12,1999,"Winter_Haupt"
"Salzburg","2000-01-01",2992703,1,2000,"Winter_Haupt"
"Salzburg","2000-02-01",3334845,2,2000,"Winter_Haupt"
"Salzburg","2000-03-01",2566209,3,2000,"Winter_Haupt"
"Salzburg","2000-04-01",985661,4,2000,"Übergang"
"Salzburg","2000-05-01",707963,5,2000,"Sommer_Neben"
"Salzburg","2000-06-01",1350099,6,2000,"Sommer_Neben"
"Salzburg","2000-07-01",2347966,7,2000,"Sommer_Haupt"
"Salzburg","2000-08-01",2662887,8,2000,"Sommer_Haupt"
"Salzburg","2000-09-01",1399820,9,2000,"Sommer_Neben"
"Salzburg","2000-10-01",679326,10,2000,"Übergang"
"Salzburg","2000-11-01",283904,11,2000,"Übergang"
"Salzburg","2000-12-01",1644197,12,2000,"Winter_Haupt"
"Salzburg","2001-01-01",3061743,1,2001,"Winter_Haupt"
"Salzburg","2001-02-01",3513446,2,2001,"Winter_Haupt"
"Salzburg","2001-03-01",2480459,3,2001,"Winter_Haupt"
"Salzburg","2001-04-01",1090339,4,2001,"Übergang"
"Salzburg","2001-05-01",780076,5,2001,"Sommer_Neben"
"Salzburg","2001-06-01",1295936,6,2001,"Sommer_Neben"
"Salzburg","2001-07-01",2470966,7,2001,"Sommer_Haupt"
"Salzburg","2001-08-01",2649191,8,2001,"Sommer_Haupt"
"Salzburg","2001-09-01",1287124,9,2001,"Sommer_Neben"
"Salzburg","2001-10-01",712895,10,2001,"Übergang"
"Salzburg","2001-11-01",345002,11,2001,"Übergang"
"Salzburg","2001-12-01",1844827,12,2001,"Winter_Haupt"
"Salzburg","2002-01-01",3070447,1,2002,"Winter_Haupt"
"Salzburg","2002-02-01",3733302,2,2002,"Winter_Haupt"
"Salzburg","2002-03-01",2853509,3,2002,"Winter_Haupt"
"Salzburg","2002-04-01",773711,4,2002,"Übergang"
"Salzburg","2002-05-01",905719,5,2002,"Sommer_Neben"
"Salzburg","2002-06-01",1297899,6,2002,"Sommer_Neben"
"Salzburg","2002-07-01",2378265,7,2002,"Sommer_Haupt"
"Salzburg","2002-08-01",2719278,8,2002,"Sommer_Haupt"
"Salzburg","2002-09-01",1321644,9,2002,"Sommer_Neben"
"Salzburg","2002-10-01",724860,10,2002,"Übergang"
"Salzburg","2002-11-01",364193,11,2002,"Übergang"
"Salzburg","2002-12-01",1867108,12,2002,"Winter_Haupt"
"Salzburg","2003-01-01",3033587,1,2003,"Winter_Haupt"
"Salzburg","2003-02-01",3557662,2,2003,"Winter_Haupt"
"Salzburg","2003-03-01",2675284,3,2003,"Winter_Haupt"
"Salzburg","2003-04-01",1042307,4,2003,"Übergang"
"Salzburg","2003-05-01",803351,5,2003,"Sommer_Neben"
"Salzburg","2003-06-01",1374847,6,2003,"Sommer_Neben"
"Salzburg","2003-07-01",2181440,7,2003,"Sommer_Haupt"
"Salzburg","2003-08-01",3009024,8,2003,"Sommer_Haupt"
"Salzburg","2003-09-01",1385790,9,2003,"Sommer_Neben"
"Salzburg","2003-10-01",749659,10,2003,"Übergang"
"Salzburg","2003-11-01",399824,11,2003,"Übergang"
"Salzburg","2003-12-01",1762886,12,2003,"Winter_Haupt"
"Salzburg","2004-01-01",2969060,1,2004,"Winter_Haupt"
"Salzburg","2004-02-01",3888071,2,2004,"Winter_Haupt"
"Salzburg","2004-03-01",2503674,3,2004,"Winter_Haupt"
"Salzburg","2004-04-01",1212257,4,2004,"Übergang"
