"SA_Bundesland(AT)","SA_Datum","Sum(SA_Nächtigungen)","Month","Year","Sesson"
"Kärnten","2008-07-01",2923582,7,2008,"Sommer_Haupt"
"Kärnten","2008-08-01",2718749,8,2008,"Sommer_Haupt"
"Kärnten","2008-09-01",1058262,9,2008,"Sommer_Neben"
"Kärnten","2008-10-01",392967,10,2008,"Übergang"
"Kärnten","2008-11-01",176382,11,2008,"Übergang"
"Kärnten","2008-12-01",584811,12,2008,"Winter_Haupt"
"Kärnten","2009-01-01",896296,1,2009,"Winter_Haupt"
"Kärnten","2009-02-01",991558,2,2009,"Winter_Haupt"
"Kärnten","2009-03-01",634048,3,2009,"Winter_Haupt"
"Kärnten","2009-04-01",411985,4,2009,"Übergang"
"Kärnten","2009-05-01",724520,5,2009,"Sommer_Neben"
"Kärnten","2009-06-01",1247989,6,2009,"Sommer_Neben"
"Kärnten","2009-07-01",2697690,7,2009,"Sommer_Haupt"
"Kärnten","2009-08-01",2905367,8,2009,"Sommer_Haupt"
"Kärnten","2009-09-01",1119085,9,2009,"Sommer_Neben"
"Kärnten","2009-10-01",392394,10,2009,"Übergang"
"Kärnten","2009-11-01",173463,11,2009,"Übergang"
"Kärnten","2009-12-01",554808,12,2009,"Winter_Haupt"
"Kärnten","2010-01-01",858401,1,2010,"Winter_Haupt"
"Kärnten","2010-02-01",965513,2,2010,"Winter_Haupt"
"Kärnten","2010-03-01",708158,3,2010,"Winter_Haupt"
"Kärnten","2010-04-01",330590,4,2010,"Übergang"
"Kärnten","2010-05-01",687990,5,2010,"Sommer_Neben"
"Kärnten","2010-06-01",1135319,6,2010,"Sommer_Neben"
"Kärnten","2010-07-01",2670597,7,2010,"Sommer_Haupt"
"Kärnten","2010-08-01",2827130,8,2010,"Sommer_Haupt"
"Kärnten","2010-09-01",1050525,9,2010,"Sommer_Neben"
"Kärnten","2010-10-01",379629,10,2010,"Übergang"
"Kärnten","2010-11-01",174290,11,2010,"Übergang"
"Kärnten","2010-12-01",487886,12,2010,"Winter_Haupt"
"Kärnten","2011-01-01",847550,1,2011,"Winter_Haupt"
"Kärnten","2011-02-01",910414,2,2011,"Winter_Haupt"
"Kärnten","2011-03-01",680156,3,2011,"Winter_Haupt"
"Kärnten","2011-04-01",349572,4,2011,"Übergang"
"Kärnten","2011-05-01",584835,5,2011,"Sommer_Neben"
"Kärnten","2011-06-01",1384361,6,2011,"Sommer_Neben"
"Kärnten","2011-07-01",2562835,7,2011,"Sommer_Haupt"
"Kärnten","2011-08-01",2942018,8,2011,"Sommer_Haupt"
"Kärnten","2011-09-01",1122812,9,2011,"Sommer_Neben"
"Kärnten","2011-10-01",380670,10,2011,"Übergang"
"Kärnten","2011-11-01",183186,11,2011,"Übergang"
"Kärnten","2011-12-01",469727,12,2011,"Winter_Haupt"
"Kärnten","2012-01-01",828689,1,2012,"Winter_Haupt"
"Kärnten","2012-02-01",956844,2,2012,"Winter_Haupt"
"Kärnten","2012-03-01",590713,3,2012,"Winter_Haupt"
"Kärnten","2012-04-01",359987,4,2012,"Übergang"
"Kärnten","2012-05-01",731622,5,2012,"Sommer_Neben"
"Kärnten","2012-06-01",1281462,6,2012,"Sommer_Neben"
"Kärnten","2012-07-01",2662108,7,2012,"Sommer_Haupt"
"Kärnten","2012-08-01",2999102,8,2012,"Sommer_Haupt"
"Kärnten","2012-09-01",1138886,9,2012,"Sommer_Neben"
"Kärnten","2012-10-01",385678,10,2012,"Übergang"
"Kärnten","2012-11-01",188462,11,2012,"Übergang"
"Kärnten","2012-12-01",503746,12,2012,"Winter_Haupt"
"Kärnten","2013-01-01",799217,1,2013,"Winter_Haupt"
"Kärnten","2013-02-01",970952,2,2013,"Winter_Haupt"
"Kärnten","2013-03-01",667651,3,2013,"Winter_Haupt"
"Kärnten","2013-04-01",274416,4,2013,"Übergang"
"Kärnten","2013-05-01",753778,5,2013,"Sommer_Neben"
"Kärnten","2013-06-01",1190043,6,2013,"Sommer_Neben"
"Kärnten","2013-07-01",2692416,7,2013,"Sommer_Haupt"
"Kärnten","2013-08-01",2978627,8,2013,"Sommer_Haupt"
"Kärnten","2013-09-01",1099485,9,2013,"Sommer_Neben"
"Kärnten","2013-10-01",373714,10,2013,"Übergang"
"Kärnten","2013-11-01",186750,11,2013,"Übergang"
"Kärnten","2013-12-01",528330,12,2013,"Winter_Haupt"
"Kärnten","2014-01-01",778729,1,2014,"Winter_Haupt"
"Kärnten","2014-02-01",889534,2,2014,"Winter_Haupt"
"Kärnten","2014-03-01",683779,3,2014,"Winter_Haupt"
"Kärnten","2014-04-01",330403,4,2014,"Übergang"
"Kärnten","2014-05-01",673825,5,2014,"Sommer_Neben"
"Kärnten","2014-06-01",1328317,6,2014,"Sommer_Neben"
"Kärnten","2014-07-01",2420813,7,2014,"Sommer_Haupt"
"Kärnten","2014-08-01",2817663,8,2014,"Sommer_Haupt"
"Kärnten","2014-09-01",1063307,9,2014,"Sommer_Neben"
"Kärnten","2014-10-01",386874,10,2014,"Übergang"
"Kärnten","2014-11-01",188236,11,2014,"Übergang"
"Kärnten","2014-12-01",539921,12,2014,"Winter_Haupt"
"Kärnten","2015-01-01",785531,1,2015,"Winter_Haupt"
"Kärnten","2015-02-01",970552,2,2015,"Winter_Haupt"
"Kärnten","2015-03-01",606391,3,2015,"Winter_Haupt"
"Kärnten","2015-04-01",333955,4,2015,"Übergang"
"Kärnten","2015-05-01",764458,5,2015,"Sommer_Neben"
"Kärnten","2015-06-01",1254383,6,2015,"Sommer_Neben"
"Kärnten","2015-07-01",2442227,7,2015,"Sommer_Haupt"
"Kärnten","2015-08-01",2833827,8,2015,"Sommer_Haupt"
"Kärnten","2015-09-01",1092044,9,2015,"Sommer_Neben"
"Kärnten","2015-10-01",377637,10,2015,"Übergang"
"Kärnten","2015-11-01",199786,11,2015,"Übergang"
"Kärnten","2015-12-01",514839,12,2015,"Winter_Haupt"
"Kärnten","2016-01-01",805799,1,2016,"Winter_Haupt"
"Kärnten","2016-02-01",981422,2,2016,"Winter_Haupt"
"Kärnten","2016-03-01",749785,3,2016,"Winter_Haupt"
"Kärnten","2016-04-01",301183,4,2016,"Übergang"
"Kärnten","2016-05-01",789391,5,2016,"Sommer_Neben"
"Kärnten","2016-06-01",1175923,6,2016,"Sommer_Neben"
"Kärnten","2016-07-01",2630758,7,2016,"Sommer_Haupt"
"Kärnten","2016-08-01",3004867,8,2016,"Sommer_Haupt"
"Kärnten","2016-09-01",1200706,9,2016,"Sommer_Neben"
"Kärnten","2016-10-01",419517,10,2016,"Übergang"
"Kärnten","2016-11-01",206971,11,2016,"Übergang"
"Kärnten","2016-12-01",464319,12,2016,"Winter_Haupt"
"Kärnten","2017-01-01",759359,1,2017,"Winter_Haupt"
"Kärnten","2017-02-01",942853,2,2017,"Winter_Haupt"
"Kärnten","2017-03-01",663881,3,2017,"Winter_Haupt"
"Kärnten","2017-04-01",370518,4,2017,"Übergang"
"Kärnten","2017-05-01",734629,5,2017,"Sommer_Neben"
"Kärnten","2017-06-01",1477256,6,2017,"Sommer_Neben"
"Kärnten","2017-07-01",2740053,7,2017,"Sommer_Haupt"
"Kärnten","2017-08-01",3071650,8,2017,"Sommer_Haupt"
"Kärnten","2017-09-01",1116256,9,2017,"Sommer_Neben"
"Kärnten","2017-10-01",427515,10,2017,"Übergang"
"Kärnten","2017-11-01",222899,11,2017,"Übergang"
"Kärnten","2017-12-01",511254,12,2017,"Winter_Haupt"
"Kärnten","2018-01-01",817130,1,2018,"Winter_Haupt"
"Kärnten","2018-02-01",1017923,2,2018,"Winter_Haupt"
"Kärnten","2018-03-01",739692,3,2018,"Winter_Haupt"
"Kärnten","2018-04-01",366983,4,2018,"Übergang"
"Kärnten","2018-05-01",875318,5,2018,"Sommer_Neben"
"Kärnten","2018-06-01",1386696,6,2018,"Sommer_Neben"
"Kärnten","2018-07-01",2772823,7,2018,"Sommer_Haupt"
"Kärnten","2018-08-01",2984342,8,2018,"Sommer_Haupt"
"Kärnten","2018-09-01",1141724,9,2018,"Sommer_Neben"
"Kärnten","2018-10-01",417985,10,2018,"Übergang"
"Kärnten","2018-11-01",232527,11,2018,"Übergang"
"Kärnten","2018-12-01",578891,12,2018,"Winter_Haupt"
"Kärnten","2019-01-01",834834,1,2019,"Winter_Haupt"
"Kärnten","2019-02-01",989743,2,2019,"Winter_Haupt"
"Kärnten","2019-03-01",690229,3,2019,"Winter_Haupt"
"Kärnten","2019-04-01",354125,4,2019,"Übergang"
"Kärnten","2019-05-01",761640,5,2019,"Sommer_Neben"
"Kärnten","2019-06-01",1597321,6,2019,"Sommer_Neben"
"Kärnten","2019-07-01",2730264,7,2019,"Sommer_Haupt"
"Kärnten","2019-08-01",2953763,8,2019,"Sommer_Haupt"
"Kärnten","2019-09-01",1146633,9,2019,"Sommer_Neben"
"Kärnten","2019-10-01",465662,10,2019,"Übergang"
"Kärnten","2019-11-01",229841,11,2019,"Übergang"
"Kärnten","2019-12-01",605494,12,2019,"Winter_Haupt"
"Kärnten","2020-01-01",865458,1,2020,"Winter_Haupt"
"Kärnten","2020-02-01",1142897,2,2020,"Winter_Haupt"
"Kärnten","2020-03-01",290592,3,2020,"Winter_Haupt"
"Kärnten","2020-04-01",20541,4,2020,"Übergang"
"Kärnten","2020-05-01",113188,5,2020,"Sommer_Neben"
"Kärnten","2020-06-01",975579,6,2020,"Sommer_Neben"
"Kärnten","2020-07-01",2747527,7,2020,"Sommer_Haupt"
"Kärnten","2020-08-01",3019125,8,2020,"Sommer_Haupt"
"Kärnten","2020-09-01",1314300,9,2020,"Sommer_Neben"
"Kärnten","2020-10-01",422994,10,2020,"Übergang"
"Kärnten","2020-11-01",104131,11,2020,"Übergang"
"Kärnten","2020-12-01",66489,12,2020,"Winter_Haupt"
"Kärnten","2021-01-01",80869,1,2021,"Winter_Haupt"
"Kärnten","2021-02-01",91149,2,2021,"Winter_Haupt"
"Kärnten","2021-03-01",114248,3,2021,"Winter_Haupt"
"Kärnten","2021-04-01",102874,4,2021,"Übergang"
"Kärnten","2021-05-01",381882,5,2021,"Sommer_Neben"
"Kärnten","2021-06-01",1159839,6,2021,"Sommer_Neben"
"Kärnten","2021-07-01",2616828,7,2021,"Sommer_Haupt"
"Kärnten","2021-08-01",3233507,8,2021,"Sommer_Haupt"
"Kärnten","2021-09-01",1418957,9,2021,"Sommer_Neben"
"Kärnten","2021-10-01",506168,10,2021,"Übergang"
"Kärnten","2021-11-01",189016,11,2021,"Übergang"
"Kärnten","2021-12-01",321902,12,2021,"Winter_Haupt"
"Kärnten","2022-01-01",548072,1,2022,"Winter_Haupt"
"Kärnten","2022-02-01",728848,2,2022,"Winter_Haupt"
"Kärnten","2022-03-01",552576,3,2022,"Winter_Haupt"
"Kärnten","2022-04-01",334753,4,2022,"Übergang"
"Kärnten","2022-05-01",798837,5,2022,"Sommer_Neben"
"Kärnten","2022-06-01",1610923,6,2022,"Sommer_Neben"
"Kärnten","2022-07-01",2682124,7,2022,"Sommer_Haupt"
"Kärnten","2022-08-01",3074289,8,2022,"Sommer_Haupt"
"Kärnten","2022-09-01",1280855,9,2022,"Sommer_Neben"
"Kärnten","2022-10-01",484126,10,2022,"Übergang"
"Kärnten","2022-11-01",228890,11,2022,"Übergang"
"Kärnten","2022-12-01",521935,12,2022,"Winter_Haupt"
"Kärnten","2023-01-01",827044,1,2023,"Winter_Haupt"
"Kärnten","2023-02-01",1005378,2,2023,"Winter_Haupt"
"Kärnten","2023-03-01",590918,3,2023,"Winter_Haupt"
"Kärnten","2023-04-01",396813,4,2023,"Übergang"
"Kärnten","2023-05-01",808811,5,2023,"Sommer_Neben"
"Kärnten","2023-06-01",1530483,6,2023,"Sommer_Neben"
"Kärnten","2023-07-01",2653866,7,2023,"Sommer_Haupt"
"Kärnten","2023-08-01",2831759,8,2023,"Sommer_Haupt"
"Kärnten","2023-09-01",1249299,9,2023,"Sommer_Neben"
"Kärnten","2023-10-01",502669,10,2023,"Übergang"
"Kärnten","2023-11-01",229072,11,2023,"Übergang"
"Kärnten","2023-12-01",553556,12,2023,"Winter_Haupt"
"Kärnten","2024-01-01",852250,1,2024,"Winter_Haupt"
"Kärnten","2024-02-01",1071226,2,2024,"Winter_Haupt"
"Kärnten","2024-03-01",620706,3,2024,"Winter_Haupt"
"Kärnten","2024-04-01",294056,4,2024,"Übergang"
"Kärnten","2024-05-01",863214,5,2024,"Sommer_Neben"
"Kärnten","2024-06-01",1383416,6,2024,"Sommer_Neben"
"Kärnten","2024-07-01",2624240,7,2024,"Sommer_Haupt"
"Kärnten","2024-08-01",2935811,8,2024,"Sommer_Haupt"
"Kärnten","2024-09-01",1157381,9,2024,"Sommer_Neben"
"Kärnten","2024-10-01",495523,10,2024,"Übergang"
"Kärnten","2024-11-01",235612,11,2024,"Übergang"
"Kärnten","2024-12-01",605358,12,2024,"Winter_Haupt"
"Niederösterreich","1974-01-01",266139,1,1974,"Winter_Haupt"
"Niederösterreich","1974-02-01",293457,2,1974,"Winter_Haupt"
"Niederösterreich","1974-03-01",308146,3,1974,"Winter_Haupt"
"Niederösterreich","1974-04-01",379592,4,1974,"Übergang"
"Niederösterreich","1974-05-01",421179,5,1974,"Sommer_Neben"
"Niederösterreich","1974-06-01",621440,6,1974,"Sommer_Neben"
"Niederösterreich","1974-07-01",991636,7,1974,"Sommer_Haupt"
"Niederösterreich","1974-08-01",1164647,8,1974,"Sommer_Haupt"
"Niederösterreich","1974-09-01",629830,9,1974,"Sommer_Neben"
"Niederösterreich","1974-10-01",294568,10,1974,"Übergang"
"Niederösterreich","1974-11-01",185478,11,1974,"Übergang"
"Niederösterreich","1974-12-01",254244,12,1974,"Winter_Haupt"
"Niederösterreich","1975-01-01",269228,1,1975,"Winter_Haupt"
"Niederösterreich","1975-02-01",307942,2,1975,"Winter_Haupt"
"Niederösterreich","1975-03-01",359328,3,1975,"Winter_Haupt"
"Niederösterreich","1975-04-01",288153,4,1975,"Übergang"
"Niederösterreich","1975-05-01",480820,5,1975,"Sommer_Neben"
"Niederösterreich","1975-06-01",601008,6,1975,"Sommer_Neben"
"Niederösterreich","1975-07-01",1014824,7,1975,"Sommer_Haupt"
"Niederösterreich","1975-08-01",1109756,8,1975,"Sommer_Haupt"
"Niederösterreich","1975-09-01",617594,9,1975,"Sommer_Neben"
"Niederösterreich","1975-10-01",321623,10,1975,"Übergang"
"Niederösterreich","1975-11-01",193417,11,1975,"Übergang"
"Niederösterreich","1975-12-01",265206,12,1975,"Winter_Haupt"
"Niederösterreich","1976-01-01",270729,1,1976,"Winter_Haupt"
"Niederösterreich","1976-02-01",304438,2,1976,"Winter_Haupt"
"Niederösterreich","1976-03-01",281524,3,1976,"Winter_Haupt"
"Niederösterreich","1976-04-01",361208,4,1976,"Übergang"
"Niederösterreich","1976-05-01",461836,5,1976,"Sommer_Neben"
"Niederösterreich","1976-06-01",628310,6,1976,"Sommer_Neben"
"Niederösterreich","1976-07-01",986236,7,1976,"Sommer_Haupt"
"Niederösterreich","1976-08-01",1034693,8,1976,"Sommer_Haupt"
"Niederösterreich","1976-09-01",618508,9,1976,"Sommer_Neben"
"Niederösterreich","1976-10-01",342629,10,1976,"Übergang"
"Niederösterreich","1976-11-01",190314,11,1976,"Übergang"
"Niederösterreich","1976-12-01",243328,12,1976,"Winter_Haupt"
"Niederösterreich","1977-01-01",297747,1,1977,"Winter_Haupt"
"Niederösterreich","1977-02-01",296445,2,1977,"Winter_Haupt"
"Niederösterreich","1977-03-01",290525,3,1977,"Winter_Haupt"
"Niederösterreich","1977-04-01",361802,4,1977,"Übergang"
"Niederösterreich","1977-05-01",511936,5,1977,"Sommer_Neben"
"Niederösterreich","1977-06-01",632652,6,1977,"Sommer_Neben"
"Niederösterreich","1977-07-01",1026111,7,1977,"Sommer_Haupt"
"Niederösterreich","1977-08-01",1058454,8,1977,"Sommer_Haupt"
"Niederösterreich","1977-09-01",599552,9,1977,"Sommer_Neben"
"Niederösterreich","1977-10-01",346523,10,1977,"Übergang"
"Niederösterreich","1977-11-01",199437,11,1977,"Übergang"
"Niederösterreich","1977-12-01",245238,12,1977,"Winter_Haupt"
"Niederösterreich","1978-01-01",303501,1,1978,"Winter_Haupt"
"Niederösterreich","1978-02-01",301144,2,1978,"Winter_Haupt"
"Niederösterreich","1978-03-01",350887,3,1978,"Winter_Haupt"
"Niederösterreich","1978-04-01",314457,4,1978,"Übergang"
"Niederösterreich","1978-05-01",525521,5,1978,"Sommer_Neben"
"Niederösterreich","1978-06-01",625615,6,1978,"Sommer_Neben"
"Niederösterreich","1978-07-01",962972,7,1978,"Sommer_Haupt"
"Niederösterreich","1978-08-01",1058217,8,1978,"Sommer_Haupt"
"Niederösterreich","1978-09-01",604121,9,1978,"Sommer_Neben"
"Niederösterreich","1978-10-01",385336,10,1978,"Übergang"
"Niederösterreich","1978-11-01",206106,11,1978,"Übergang"
"Niederösterreich","1978-12-01",262294,12,1978,"Winter_Haupt"
"Niederösterreich","1979-01-01",270015,1,1979,"Winter_Haupt"
"Niederösterreich","1979-02-01",298188,2,1979,"Winter_Haupt"
"Niederösterreich","1979-03-01",289908,3,1979,"Winter_Haupt"
"Niederösterreich","1979-04-01",398302,4,1979,"Übergang"
"Niederösterreich","1979-05-01",503787,5,1979,"Sommer_Neben"
"Niederösterreich","1979-06-01",688408,6,1979,"Sommer_Neben"
"Niederösterreich","1979-07-01",963294,7,1979,"Sommer_Haupt"
"Niederösterreich","1979-08-01",1016830,8,1979,"Sommer_Haupt"
"Niederösterreich","1979-09-01",649845,9,1979,"Sommer_Neben"
"Niederösterreich","1979-10-01",402279,10,1979,"Übergang"
"Niederösterreich","1979-11-01",232582,11,1979,"Übergang"
"Niederösterreich","1979-12-01",267684,12,1979,"Winter_Haupt"
"Niederösterreich","1980-01-01",290804,1,1980,"Winter_Haupt"
"Niederösterreich","1980-02-01",331888,2,1980,"Winter_Haupt"
"Niederösterreich","1980-03-01",296842,3,1980,"Winter_Haupt"
"Niederösterreich","1980-04-01",387005,4,1980,"Übergang"
"Niederösterreich","1980-05-01",563232,5,1980,"Sommer_Neben"
"Niederösterreich","1980-06-01",674071,6,1980,"Sommer_Neben"
"Niederösterreich","1980-07-01",913227,7,1980,"Sommer_Haupt"
"Niederösterreich","1980-08-01",1089199,8,1980,"Sommer_Haupt"
"Niederösterreich","1980-09-01",664839,9,1980,"Sommer_Neben"
"Niederösterreich","1980-10-01",442011,10,1980,"Übergang"
"Niederösterreich","1980-11-01",238082,11,1980,"Übergang"
"Niederösterreich","1980-12-01",282642,12,1980,"Winter_Haupt"
"Niederösterreich","1981-01-01",322011,1,1981,"Winter_Haupt"
"Niederösterreich","1981-02-01",327878,2,1981,"Winter_Haupt"
"Niederösterreich","1981-03-01",318157,3,1981,"Winter_Haupt"
"Niederösterreich","1981-04-01",418245,4,1981,"Übergang"
"Niederösterreich","1981-05-01",585577,5,1981,"Sommer_Neben"
"Niederösterreich","1981-06-01",699602,6,1981,"Sommer_Neben"
"Niederösterreich","1981-07-01",905799,7,1981,"Sommer_Haupt"
"Niederösterreich","1981-08-01",1009580,8,1981,"Sommer_Haupt"
"Niederösterreich","1981-09-01",702347,9,1981,"Sommer_Neben"
"Niederösterreich","1981-10-01",412723,10,1981,"Übergang"
"Niederösterreich","1981-11-01",243839,11,1981,"Übergang"
"Niederösterreich","1981-12-01",269068,12,1981,"Winter_Haupt"
"Niederösterreich","1982-01-01",296123,1,1982,"Winter_Haupt"
"Niederösterreich","1982-02-01",309407,2,1982,"Winter_Haupt"
"Niederösterreich","1982-03-01",317900,3,1982,"Winter_Haupt"
"Niederösterreich","1982-04-01",397027,4,1982,"Übergang"
"Niederösterreich","1982-05-01",551948,5,1982,"Sommer_Neben"
"Niederösterreich","1982-06-01",692989,6,1982,"Sommer_Neben"
"Niederösterreich","1982-07-01",906795,7,1982,"Sommer_Haupt"
"Niederösterreich","1982-08-01",971237,8,1982,"Sommer_Haupt"
"Niederösterreich","1982-09-01",683959,9,1982,"Sommer_Neben"
"Niederösterreich","1982-10-01",441391,10,1982,"Übergang"
"Niederösterreich","1982-11-01",232270,11,1982,"Übergang"
"Niederösterreich","1982-12-01",265989,12,1982,"Winter_Haupt"
"Niederösterreich","1983-01-01",286675,1,1983,"Winter_Haupt"
"Niederösterreich","1983-02-01",312397,2,1983,"Winter_Haupt"
"Niederösterreich","1983-03-01",318629,3,1983,"Winter_Haupt"
"Niederösterreich","1983-04-01",378056,4,1983,"Übergang"
"Niederösterreich","1983-05-01",586713,5,1983,"Sommer_Neben"
"Niederösterreich","1983-06-01",674834,6,1983,"Sommer_Neben"
"Niederösterreich","1983-07-01",890227,7,1983,"Sommer_Haupt"
"Niederösterreich","1983-08-01",962534,8,1983,"Sommer_Haupt"
"Niederösterreich","1983-09-01",684369,9,1983,"Sommer_Neben"
"Niederösterreich","1983-10-01",441720,10,1983,"Übergang"
"Niederösterreich","1983-11-01",238029,11,1983,"Übergang"
"Niederösterreich","1983-12-01",262584,12,1983,"Winter_Haupt"
"Niederösterreich","1984-01-01",298178,1,1984,"Winter_Haupt"
"Niederösterreich","1984-02-01",326319,2,1984,"Winter_Haupt"
"Niederösterreich","1984-03-01",313839,3,1984,"Winter_Haupt"
"Niederösterreich","1984-04-01",466739,4,1984,"Übergang"
"Niederösterreich","1984-05-01",550890,5,1984,"Sommer_Neben"
"Niederösterreich","1984-06-01",703748,6,1984,"Sommer_Neben"
"Niederösterreich","1984-07-01",852535,7,1984,"Sommer_Haupt"
"Niederösterreich","1984-08-01",930816,8,1984,"Sommer_Haupt"
"Niederösterreich","1984-09-01",729959,9,1984,"Sommer_Neben"
"Niederösterreich","1984-10-01",468044,10,1984,"Übergang"
"Niederösterreich","1984-11-01",260811,11,1984,"Übergang"
"Niederösterreich","1984-12-01",269040,12,1984,"Winter_Haupt"
"Niederösterreich","1985-01-01",279963,1,1985,"Winter_Haupt"
"Niederösterreich","1985-02-01",307299,2,1985,"Winter_Haupt"
"Niederösterreich","1985-03-01",327945,3,1985,"Winter_Haupt"
"Niederösterreich","1985-04-01",437476,4,1985,"Übergang"
"Niederösterreich","1985-05-01",570336,5,1985,"Sommer_Neben"
"Niederösterreich","1985-06-01",677107,6,1985,"Sommer_Neben"
"Niederösterreich","1985-07-01",851001,7,1985,"Sommer_Haupt"
"Niederösterreich","1985-08-01",953847,8,1985,"Sommer_Haupt"
"Niederösterreich","1985-09-01",666148,9,1985,"Sommer_Neben"
"Niederösterreich","1985-10-01",467415,10,1985,"Übergang"
"Niederösterreich","1985-11-01",253129,11,1985,"Übergang"
"Niederösterreich","1985-12-01",264654,12,1985,"Winter_Haupt"
"Niederösterreich","1986-01-01",292130,1,1986,"Winter_Haupt"
"Niederösterreich","1986-02-01",325163,2,1986,"Winter_Haupt"
"Niederösterreich","1986-03-01",361745,3,1986,"Winter_Haupt"
"Niederösterreich","1986-04-01",386522,4,1986,"Übergang"
"Niederösterreich","1986-05-01",598372,5,1986,"Sommer_Neben"
"Niederösterreich","1986-06-01",644550,6,1986,"Sommer_Neben"
"Niederösterreich","1986-07-01",829563,7,1986,"Sommer_Haupt"
"Niederösterreich","1986-08-01",900969,8,1986,"Sommer_Haupt"
"Niederösterreich","1986-09-01",663936,9,1986,"Sommer_Neben"
"Niederösterreich","1986-10-01",443386,10,1986,"Übergang"
"Niederösterreich","1986-11-01",252354,11,1986,"Übergang"
"Niederösterreich","1986-12-01",255389,12,1986,"Winter_Haupt"
"Niederösterreich","1987-01-01",288924,1,1987,"Winter_Haupt"
"Niederösterreich","1987-02-01",318043,2,1987,"Winter_Haupt"
"Niederösterreich","1987-03-01",313565,3,1987,"Winter_Haupt"
"Niederösterreich","1987-04-01",448606,4,1987,"Übergang"
"Niederösterreich","1987-05-01",557864,5,1987,"Sommer_Neben"
"Niederösterreich","1987-06-01",643639,6,1987,"Sommer_Neben"
"Niederösterreich","1987-07-01",839385,7,1987,"Sommer_Haupt"
"Niederösterreich","1987-08-01",908962,8,1987,"Sommer_Haupt"
"Niederösterreich","1987-09-01",701949,9,1987,"Sommer_Neben"
"Niederösterreich","1987-10-01",485336,10,1987,"Übergang"
"Niederösterreich","1987-11-01",280445,11,1987,"Übergang"
"Niederösterreich","1987-12-01",260731,12,1987,"Winter_Haupt"
"Niederösterreich","1988-01-01",270597,1,1988,"Winter_Haupt"
"Niederösterreich","1988-02-01",306382,2,1988,"Winter_Haupt"
"Niederösterreich","1988-03-01",350171,3,1988,"Winter_Haupt"
"Niederösterreich","1988-04-01",439797,4,1988,"Übergang"
"Niederösterreich","1988-05-01",571777,5,1988,"Sommer_Neben"
"Niederösterreich","1988-06-01",656034,6,1988,"Sommer_Neben"
"Niederösterreich","1988-07-01",897621,7,1988,"Sommer_Haupt"
"Niederösterreich","1988-08-01",960732,8,1988,"Sommer_Haupt"
"Niederösterreich","1988-09-01",689120,9,1988,"Sommer_Neben"
"Niederösterreich","1988-10-01",487296,10,1988,"Übergang"
"Niederösterreich","1988-11-01",269007,11,1988,"Übergang"
"Niederösterreich","1988-12-01",270166,12,1988,"Winter_Haupt"
"Niederösterreich","1989-01-01",279888,1,1989,"Winter_Haupt"
"Niederösterreich","1989-02-01",310317,2,1989,"Winter_Haupt"
"Niederösterreich","1989-03-01",408714,3,1989,"Winter_Haupt"
"Niederösterreich","1989-04-01",414015,4,1989,"Übergang"
"Niederösterreich","1989-05-01",627938,5,1989,"Sommer_Neben"
"Niederösterreich","1989-06-01",657855,6,1989,"Sommer_Neben"
"Niederösterreich","1989-07-01",890034,7,1989,"Sommer_Haupt"
"Niederösterreich","1989-08-01",984560,8,1989,"Sommer_Haupt"
"Niederösterreich","1989-09-01",712753,9,1989,"Sommer_Neben"
"Niederösterreich","1989-10-01",517850,10,1989,"Übergang"
"Niederösterreich","1989-11-01",307391,11,1989,"Übergang"
"Niederösterreich","1989-12-01",297038,12,1989,"Winter_Haupt"
"Niederösterreich","1990-01-01",304226,1,1990,"Winter_Haupt"
"Niederösterreich","1990-02-01",303621,2,1990,"Winter_Haupt"
"Niederösterreich","1990-03-01",356397,3,1990,"Winter_Haupt"
"Niederösterreich","1990-04-01",499560,4,1990,"Übergang"
"Niederösterreich","1990-05-01",611973,5,1990,"Sommer_Neben"
"Niederösterreich","1990-06-01",752248,6,1990,"Sommer_Neben"
"Niederösterreich","1990-07-01",898415,7,1990,"Sommer_Haupt"
"Niederösterreich","1990-08-01",1021162,8,1990,"Sommer_Haupt"
"Niederösterreich","1990-09-01",754076,9,1990,"Sommer_Neben"
"Niederösterreich","1990-10-01",514290,10,1990,"Übergang"
"Niederösterreich","1990-11-01",294625,11,1990,"Übergang"
"Niederösterreich","1990-12-01",316927,12,1990,"Winter_Haupt"
"Niederösterreich","1991-01-01",301212,1,1991,"Winter_Haupt"
"Niederösterreich","1991-02-01",339842,2,1991,"Winter_Haupt"
"Niederösterreich","1991-03-01",386042,3,1991,"Winter_Haupt"
"Niederösterreich","1991-04-01",423034,4,1991,"Übergang"
"Niederösterreich","1991-05-01",621937,5,1991,"Sommer_Neben"
"Niederösterreich","1991-06-01",690625,6,1991,"Sommer_Neben"
"Niederösterreich","1991-07-01",881111,7,1991,"Sommer_Haupt"
"Niederösterreich","1991-08-01",1022528,8,1991,"Sommer_Haupt"
"Niederösterreich","1991-09-01",769743,9,1991,"Sommer_Neben"
"Niederösterreich","1991-10-01",554295,10,1991,"Übergang"
"Niederösterreich","1991-11-01",309297,11,1991,"Übergang"
"Niederösterreich","1991-12-01",307800,12,1991,"Winter_Haupt"
"Niederösterreich","1992-01-01",313098,1,1992,"Winter_Haupt"
"Niederösterreich","1992-02-01",340214,2,1992,"Winter_Haupt"
"Niederösterreich","1992-03-01",352062,3,1992,"Winter_Haupt"
