time,bundesland,pr,tasmin_c,tasmax_c,ta_c
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-01-16 12:00:00,Burgenland,2.694917e-05,-0.9371399999999994,4.752700000000004,-1.5043000000000006
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-02-15 00:00:00,Burgenland,1.5771642e-05,0.0033500000000117325,6.346150000000023,-1.9588399999999524
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
2025-03-16 12:00:00,Burgenland,2.9091207e-05,0.26275000000003956,8.769370000000038,-0.7837299999999914
